id,title,company,skills,week,post_date,source
tr_0000046,python role,google_trends_global,['python'],2024-W04,2024-01-22,google_trends_global
tr_0000047,python role,google_trends_global,['python'],2024-W04,2024-01-22,google_trends_global
tr_0000048,python role,google_trends_global,['python'],2024-W04,2024-01-22,google_trends_global
tr_0000049,python role,google_trends_global,['python'],2024-W04,2024-01-22,google_trends_global
tr_0000050,python role,google_trends_global,['python'],2024-W05,2024-01-29,google_trends_global
tr_0000051,python role,google_trends_global,['python'],2024-W05,2024-01-29,google_trends_global
tr_0000052,python role,google_trends_global,['python'],2024-W05,2024-01-29,google_trends_global
tr_0000053,python role,google_trends_global,['python'],2024-W05,2024-01-29,google_trends_global
tr_0000054,python role,google_trends_global,['python'],2024-W05,2024-01-29,google_trends_global
tr_0000055,python role,google_trends_global,['python'],2024-W05,2024-01-29,google_trends_global
tr_0000056,python role,google_trends_global,['python'],2024-W05,2024-01-29,google_trends_global
tr_0000057,python role,google_trends_global,['python'],2024-W05,2024-01-29,google_trends_global
tr_0000058,python role,google_trends_global,['python'],2024-W05,2024-01-29,google_trends_global
tr_0000059,python role,google_trends_global,['python'],2024-W05,2024-01-29,google_trends_global
tr_0000060,python role,google_trends_global,['python'],2024-W05,2024-01-29,google_trends_global
tr_0000061,python role,google_trends_global,['python'],2024-W05,2024-01-29,google_trends_global
tr_0000062,python role,google_trends_global,['python'],2024-W06,2024-02-05,google_trends_global
tr_0000063,python role,google_trends_global,['python'],2024-W06,2024-02-05,google_trends_global
tr_0000064,python role,google_trends_global,['python'],2024-W06,2024-02-05,google_trends_global
tr_0000065,python role,google_trends_global,['python'],2024-W06,2024-02-05,google_trends_global
tr_0000066,python role,google_trends_global,['python'],2024-W06,2024-02-05,google_trends_global
tr_0000067,python role,google_trends_global,['python'],2024-W06,2024-02-05,google_trends_global
tr_0000068,python role,google_trends_global,['python'],2024-W06,2024-02-05,google_trends_global
tr_0000069,python role,google_trends_global,['python'],2024-W06,2024-02-05,google_trends_global
tr_0000070,python role,google_trends_global,['python'],2024-W06,2024-02-05,google_trends_global
tr_0000071,python role,google_trends_global,['python'],2024-W06,2024-02-05,google_trends_global
tr_0000072,python role,google_trends_global,['python'],2024-W06,2024-02-05,google_trends_global
tr_0000073,python role,google_trends_global,['python'],2024-W06,2024-02-05,google_trends_global
tr_0000074,python role,google_trends_global,['python'],2024-W07,2024-02-12,google_trends_global
tr_0000075,python role,google_trends_global,['python'],2024-W07,2024-02-12,google_trends_global
tr_0000076,python role,google_trends_global,['python'],2024-W07,2024-02-12,google_trends_global
tr_0000077,python role,google_trends_global,['python'],2024-W07,2024-02-12,google_trends_global
tr_0000078,python role,google_trends_global,['python'],2024-W07,2024-02-12,google_trends_global
tr_0000079,python role,google_trends_global,['python'],2024-W07,2024-02-12,google_trends_global
tr_0000080,python role,google_trends_global,['python'],2024-W07,2024-02-12,google_trends_global
tr_0000081,python role,google_trends_global,['python'],2024-W07,2024-02-12,google_trends_global
tr_0000082,python role,google_trends_global,['python'],2024-W07,2024-02-12,google_trends_global
tr_0000083,python role,google_trends_global,['python'],2024-W07,2024-02-12,google_trends_global
tr_0000084,python role,google_trends_global,['python'],2024-W07,2024-02-12,google_trends_global
tr_0000085,python role,google_trends_global,['python'],2024-W07,2024-02-12,google_trends_global
tr_0000086,python role,google_trends_global,['python'],2024-W07,2024-02-12,google_trends_global
tr_0000087,python role,google_trends_global,['python'],2024-W07,2024-02-12,google_trends_global
tr_0000088,python role,google_trends_global,['python'],2024-W08,2024-02-19,google_trends_global
tr_0000089,python role,google_trends_global,['python'],2024-W08,2024-02-19,google_trends_global
tr_0000090,python role,google_trends_global,['python'],2024-W08,2024-02-19,google_trends_global
tr_0000091,python role,google_trends_global,['python'],2024-W08,2024-02-19,google_trends_global
tr_0000092,python role,google_trends_global,['python'],2024-W08,2024-02-19,google_trends_global
tr_0000093,python role,google_trends_global,['python'],2024-W08,2024-02-19,google_trends_global
tr_0000094,python role,google_trends_global,['python'],2024-W08,2024-02-19,google_trends_global
tr_0000095,python role,google_trends_global,['python'],2024-W08,2024-02-19,google_trends_global
tr_0000096,python role,google_trends_global,['python'],2024-W08,2024-02-19,google_trends_global
tr_0000097,python role,google_trends_global,['python'],2024-W08,2024-02-19,google_trends_global
tr_0000098,python role,google_trends_global,['python'],2024-W08,2024-02-19,google_trends_global
tr_0000099,python role,google_trends_global,['python'],2024-W08,2024-02-19,google_trends_global
tr_0000100,python role,google_trends_global,['python'],2024-W08,2024-02-19,google_trends_global
tr_0000101,python role,google_trends_global,['python'],2024-W09,2024-02-26,google_trends_global
tr_0000102,python role,google_trends_global,['python'],2024-W09,2024-02-26,google_trends_global
tr_0000103,python role,google_trends_global,['python'],2024-W09,2024-02-26,google_trends_global
tr_0000104,python role,google_trends_global,['python'],2024-W09,2024-02-26,google_trends_global
tr_0000105,python role,google_trends_global,['python'],2024-W09,2024-02-26,google_trends_global
tr_0000106,python role,google_trends_global,['python'],2024-W09,2024-02-26,google_trends_global
tr_0000107,python role,google_trends_global,['python'],2024-W09,2024-02-26,google_trends_global
tr_0000108,python role,google_trends_global,['python'],2024-W09,2024-02-26,google_trends_global
tr_0000109,python role,google_trends_global,['python'],2024-W09,2024-02-26,google_trends_global
tr_0000110,python role,google_trends_global,['python'],2024-W09,2024-02-26,google_trends_global
tr_0000111,python role,google_trends_global,['python'],2024-W09,2024-02-26,google_trends_global
tr_0000112,python role,google_trends_global,['python'],2024-W09,2024-02-26,google_trends_global
tr_0000113,python role,google_trends_global,['python'],2024-W10,2024-03-04,google_trends_global
tr_0000114,python role,google_trends_global,['python'],2024-W10,2024-03-04,google_trends_global
tr_0000115,python role,google_trends_global,['python'],2024-W10,2024-03-04,google_trends_global
tr_0000116,python role,google_trends_global,['python'],2024-W10,2024-03-04,google_trends_global
tr_0000117,python role,google_trends_global,['python'],2024-W10,2024-03-04,google_trends_global
tr_0000118,python role,google_trends_global,['python'],2024-W10,2024-03-04,google_trends_global
tr_0000119,python role,google_trends_global,['python'],2024-W10,2024-03-04,google_trends_global
tr_0000120,python role,google_trends_global,['python'],2024-W10,2024-03-04,google_trends_global
tr_0000121,python role,google_trends_global,['python'],2024-W10,2024-03-04,google_trends_global
tr_0000122,python role,google_trends_global,['python'],2024-W10,2024-03-04,google_trends_global
tr_0000123,python role,google_trends_global,['python'],2024-W10,2024-03-04,google_trends_global
tr_0000124,python role,google_trends_global,['python'],2024-W10,2024-03-04,google_trends_global
tr_0000125,python role,google_trends_global,['python'],2024-W10,2024-03-04,google_trends_global
tr_0000126,python role,google_trends_global,['python'],2024-W11,2024-03-11,google_trends_global
tr_0000127,python role,google_trends_global,['python'],2024-W11,2024-03-11,google_trends_global
tr_0000128,python role,google_trends_global,['python'],2024-W11,2024-03-11,google_trends_global
tr_0000129,python role,google_trends_global,['python'],2024-W11,2024-03-11,google_trends_global
tr_0000130,python role,google_trends_global,['python'],2024-W11,2024-03-11,google_trends_global
tr_0000131,python role,google_trends_global,['python'],2024-W11,2024-03-11,google_trends_global
tr_0000132,python role,google_trends_global,['python'],2024-W11,2024-03-11,google_trends_global
tr_0000133,python role,google_trends_global,['python'],2024-W11,2024-03-11,google_trends_global
tr_0000134,python role,google_trends_global,['python'],2024-W11,2024-03-11,google_trends_global
tr_0000135,python role,google_trends_global,['python'],2024-W11,2024-03-11,google_trends_global
tr_0000136,python role,google_trends_global,['python'],2024-W11,2024-03-11,google_trends_global
tr_0000137,python role,google_trends_global,['python'],2024-W11,2024-03-11,google_trends_global
tr_0000138,python role,google_trends_global,['python'],2024-W12,2024-03-18,google_trends_global
tr_0000139,python role,google_trends_global,['python'],2024-W12,2024-03-18,google_trends_global
tr_0000140,python role,google_trends_global,['python'],2024-W12,2024-03-18,google_trends_global
tr_0000141,python role,google_trends_global,['python'],2024-W12,2024-03-18,google_trends_global
tr_0000142,python role,google_trends_global,['python'],2024-W12,2024-03-18,google_trends_global
tr_0000143,python role,google_trends_global,['python'],2024-W12,2024-03-18,google_trends_global
tr_0000144,python role,google_trends_global,['python'],2024-W12,2024-03-18,google_trends_global
tr_0000145,python role,google_trends_global,['python'],2024-W12,2024-03-18,google_trends_global
tr_0000146,python role,google_trends_global,['python'],2024-W12,2024-03-18,google_trends_global
tr_0000147,python role,google_trends_global,['python'],2024-W12,2024-03-18,google_trends_global
tr_0000148,python role,google_trends_global,['python'],2024-W12,2024-03-18,google_trends_global
tr_0000149,python role,google_trends_global,['python'],2024-W12,2024-03-18,google_trends_global
tr_0000150,python role,google_trends_global,['python'],2024-W13,2024-03-25,google_trends_global
tr_0000151,python role,google_trends_global,['python'],2024-W13,2024-03-25,google_trends_global
tr_0000152,python role,google_trends_global,['python'],2024-W13,2024-03-25,google_trends_global
tr_0000153,python role,google_trends_global,['python'],2024-W13,2024-03-25,google_trends_global
tr_0000154,python role,google_trends_global,['python'],2024-W13,2024-03-25,google_trends_global
tr_0000155,python role,google_trends_global,['python'],2024-W13,2024-03-25,google_trends_global
tr_0000156,python role,google_trends_global,['python'],2024-W13,2024-03-25,google_trends_global
tr_0000157,python role,google_trends_global,['python'],2024-W13,2024-03-25,google_trends_global
tr_0000158,python role,google_trends_global,['python'],2024-W13,2024-03-25,google_trends_global
tr_0000159,python role,google_trends_global,['python'],2024-W13,2024-03-25,google_trends_global
tr_0000160,python role,google_trends_global,['python'],2024-W13,2024-03-25,google_trends_global
tr_0000161,python role,google_trends_global,['python'],2024-W13,2024-03-25,google_trends_global
tr_0000162,python role,google_trends_global,['python'],2024-W13,2024-03-25,google_trends_global
tr_0000163,python role,google_trends_global,['python'],2024-W14,2024-04-01,google_trends_global
tr_0000164,python role,google_trends_global,['python'],2024-W14,2024-04-01,google_trends_global
tr_0000165,python role,google_trends_global,['python'],2024-W14,2024-04-01,google_trends_global
tr_0000166,python role,google_trends_global,['python'],2024-W14,2024-04-01,google_trends_global
tr_0000167,python role,google_trends_global,['python'],2024-W14,2024-04-01,google_trends_global
tr_0000168,python role,google_trends_global,['python'],2024-W14,2024-04-01,google_trends_global
tr_0000169,python role,google_trends_global,['python'],2024-W14,2024-04-01,google_trends_global
tr_0000170,python role,google_trends_global,['python'],2024-W14,2024-04-01,google_trends_global
tr_0000171,python role,google_trends_global,['python'],2024-W14,2024-04-01,google_trends_global
tr_0000172,python role,google_trends_global,['python'],2024-W14,2024-04-01,google_trends_global
tr_0000173,python role,google_trends_global,['python'],2024-W14,2024-04-01,google_trends_global
tr_0000174,python role,google_trends_global,['python'],2024-W15,2024-04-08,google_trends_global
tr_0000175,python role,google_trends_global,['python'],2024-W15,2024-04-08,google_trends_global
tr_0000176,python role,google_trends_global,['python'],2024-W15,2024-04-08,google_trends_global
tr_0000177,python role,google_trends_global,['python'],2024-W15,2024-04-08,google_trends_global
tr_0000178,python role,google_trends_global,['python'],2024-W15,2024-04-08,google_trends_global
tr_0000179,python role,google_trends_global,['python'],2024-W15,2024-04-08,google_trends_global
tr_0000180,python role,google_trends_global,['python'],2024-W15,2024-04-08,google_trends_global
tr_0000181,python role,google_trends_global,['python'],2024-W15,2024-04-08,google_trends_global
tr_0000182,python role,google_trends_global,['python'],2024-W15,2024-04-08,google_trends_global
tr_0000183,python role,google_trends_global,['python'],2024-W15,2024-04-08,google_trends_global
tr_0000184,python role,google_trends_global,['python'],2024-W15,2024-04-08,google_trends_global
tr_0000185,python role,google_trends_global,['python'],2024-W16,2024-04-15,google_trends_global
tr_0000186,python role,google_trends_global,['python'],2024-W16,2024-04-15,google_trends_global
tr_0000187,python role,google_trends_global,['python'],2024-W16,2024-04-15,google_trends_global
tr_0000188,python role,google_trends_global,['python'],2024-W16,2024-04-15,google_trends_global
tr_0000189,python role,google_trends_global,['python'],2024-W16,2024-04-15,google_trends_global
tr_0000190,python role,google_trends_global,['python'],2024-W16,2024-04-15,google_trends_global
tr_0000191,python role,google_trends_global,['python'],2024-W16,2024-04-15,google_trends_global
tr_0000192,python role,google_trends_global,['python'],2024-W16,2024-04-15,google_trends_global
tr_0000193,python role,google_trends_global,['python'],2024-W16,2024-04-15,google_trends_global
tr_0000194,python role,google_trends_global,['python'],2024-W16,2024-04-15,google_trends_global
tr_0000195,python role,google_trends_global,['python'],2024-W16,2024-04-15,google_trends_global
tr_0000196,python role,google_trends_global,['python'],2024-W16,2024-04-15,google_trends_global
tr_0000197,python role,google_trends_global,['python'],2024-W17,2024-04-22,google_trends_global
tr_0000198,python role,google_trends_global,['python'],2024-W17,2024-04-22,google_trends_global
tr_0000199,python role,google_trends_global,['python'],2024-W17,2024-04-22,google_trends_global
tr_0000200,python role,google_trends_global,['python'],2024-W17,2024-04-22,google_trends_global
tr_0000201,python role,google_trends_global,['python'],2024-W17,2024-04-22,google_trends_global
tr_0000202,python role,google_trends_global,['python'],2024-W17,2024-04-22,google_trends_global
tr_0000203,python role,google_trends_global,['python'],2024-W17,2024-04-22,google_trends_global
tr_0000204,python role,google_trends_global,['python'],2024-W17,2024-04-22,google_trends_global
tr_0000205,python role,google_trends_global,['python'],2024-W17,2024-04-22,google_trends_global
tr_0000206,python role,google_trends_global,['python'],2024-W17,2024-04-22,google_trends_global
tr_0000207,python role,google_trends_global,['python'],2024-W17,2024-04-22,google_trends_global
tr_0000208,python role,google_trends_global,['python'],2024-W17,2024-04-22,google_trends_global
tr_0000209,python role,google_trends_global,['python'],2024-W18,2024-04-29,google_trends_global
tr_0000210,python role,google_trends_global,['python'],2024-W18,2024-04-29,google_trends_global
tr_0000211,python role,google_trends_global,['python'],2024-W18,2024-04-29,google_trends_global
tr_0000212,python role,google_trends_global,['python'],2024-W18,2024-04-29,google_trends_global
tr_0000213,python role,google_trends_global,['python'],2024-W18,2024-04-29,google_trends_global
tr_0000214,python role,google_trends_global,['python'],2024-W18,2024-04-29,google_trends_global
tr_0000215,python role,google_trends_global,['python'],2024-W18,2024-04-29,google_trends_global
tr_0000216,python role,google_trends_global,['python'],2024-W18,2024-04-29,google_trends_global
tr_0000217,python role,google_trends_global,['python'],2024-W18,2024-04-29,google_trends_global
tr_0000218,python role,google_trends_global,['python'],2024-W18,2024-04-29,google_trends_global
tr_0000219,python role,google_trends_global,['python'],2024-W18,2024-04-29,google_trends_global
tr_0000220,python role,google_trends_global,['python'],2024-W18,2024-04-29,google_trends_global
tr_0000221,python role,google_trends_global,['python'],2024-W18,2024-04-29,google_trends_global
tr_0000222,python role,google_trends_global,['python'],2024-W19,2024-05-06,google_trends_global
tr_0000223,python role,google_trends_global,['python'],2024-W19,2024-05-06,google_trends_global
tr_0000224,python role,google_trends_global,['python'],2024-W19,2024-05-06,google_trends_global
tr_0000225,python role,google_trends_global,['python'],2024-W19,2024-05-06,google_trends_global
tr_0000226,python role,google_trends_global,['python'],2024-W19,2024-05-06,google_trends_global
tr_0000227,python role,google_trends_global,['python'],2024-W19,2024-05-06,google_trends_global
tr_0000228,python role,google_trends_global,['python'],2024-W19,2024-05-06,google_trends_global
tr_0000229,python role,google_trends_global,['python'],2024-W19,2024-05-06,google_trends_global
tr_0000230,python role,google_trends_global,['python'],2024-W19,2024-05-06,google_trends_global
tr_0000231,python role,google_trends_global,['python'],2024-W19,2024-05-06,google_trends_global
tr_0000232,python role,google_trends_global,['python'],2024-W19,2024-05-06,google_trends_global
tr_0000233,python role,google_trends_global,['python'],2024-W19,2024-05-06,google_trends_global
tr_0000234,python role,google_trends_global,['python'],2024-W20,2024-05-13,google_trends_global
tr_0000235,python role,google_trends_global,['python'],2024-W20,2024-05-13,google_trends_global
tr_0000236,python role,google_trends_global,['python'],2024-W20,2024-05-13,google_trends_global
tr_0000237,python role,google_trends_global,['python'],2024-W20,2024-05-13,google_trends_global
tr_0000238,python role,google_trends_global,['python'],2024-W20,2024-05-13,google_trends_global
tr_0000239,python role,google_trends_global,['python'],2024-W20,2024-05-13,google_trends_global
tr_0000240,python role,google_trends_global,['python'],2024-W20,2024-05-13,google_trends_global
tr_0000241,python role,google_trends_global,['python'],2024-W20,2024-05-13,google_trends_global
tr_0000242,python role,google_trends_global,['python'],2024-W20,2024-05-13,google_trends_global
tr_0000243,python role,google_trends_global,['python'],2024-W20,2024-05-13,google_trends_global
tr_0000244,python role,google_trends_global,['python'],2024-W20,2024-05-13,google_trends_global
tr_0000245,python role,google_trends_global,['python'],2024-W20,2024-05-13,google_trends_global
tr_0000246,python role,google_trends_global,['python'],2024-W21,2024-05-20,google_trends_global
tr_0000247,python role,google_trends_global,['python'],2024-W21,2024-05-20,google_trends_global
tr_0000248,python role,google_trends_global,['python'],2024-W21,2024-05-20,google_trends_global
tr_0000249,python role,google_trends_global,['python'],2024-W21,2024-05-20,google_trends_global
tr_0000250,python role,google_trends_global,['python'],2024-W21,2024-05-20,google_trends_global
tr_0000251,python role,google_trends_global,['python'],2024-W21,2024-05-20,google_trends_global
tr_0000252,python role,google_trends_global,['python'],2024-W21,2024-05-20,google_trends_global
tr_0000253,python role,google_trends_global,['python'],2024-W21,2024-05-20,google_trends_global
tr_0000254,python role,google_trends_global,['python'],2024-W21,2024-05-20,google_trends_global
tr_0000255,python role,google_trends_global,['python'],2024-W21,2024-05-20,google_trends_global
tr_0000256,python role,google_trends_global,['python'],2024-W21,2024-05-20,google_trends_global
tr_0000257,python role,google_trends_global,['python'],2024-W21,2024-05-20,google_trends_global
tr_0000258,python role,google_trends_global,['python'],2024-W21,2024-05-20,google_trends_global
tr_0000259,python role,google_trends_global,['python'],2024-W21,2024-05-20,google_trends_global
tr_0000260,python role,google_trends_global,['python'],2024-W22,2024-05-27,google_trends_global
tr_0000261,python role,google_trends_global,['python'],2024-W22,2024-05-27,google_trends_global
tr_0000262,python role,google_trends_global,['python'],2024-W22,2024-05-27,google_trends_global
tr_0000263,python role,google_trends_global,['python'],2024-W22,2024-05-27,google_trends_global
tr_0000264,python role,google_trends_global,['python'],2024-W22,2024-05-27,google_trends_global
tr_0000265,python role,google_trends_global,['python'],2024-W22,2024-05-27,google_trends_global
tr_0000266,python role,google_trends_global,['python'],2024-W22,2024-05-27,google_trends_global
tr_0000267,python role,google_trends_global,['python'],2024-W22,2024-05-27,google_trends_global
tr_0000268,python role,google_trends_global,['python'],2024-W22,2024-05-27,google_trends_global
tr_0000269,python role,google_trends_global,['python'],2024-W22,2024-05-27,google_trends_global
tr_0000270,python role,google_trends_global,['python'],2024-W22,2024-05-27,google_trends_global
tr_0000271,python role,google_trends_global,['python'],2024-W22,2024-05-27,google_trends_global
tr_0000272,python role,google_trends_global,['python'],2024-W22,2024-05-27,google_trends_global
tr_0000273,python role,google_trends_global,['python'],2024-W23,2024-06-03,google_trends_global
tr_0000274,python role,google_trends_global,['python'],2024-W23,2024-06-03,google_trends_global
tr_0000275,python role,google_trends_global,['python'],2024-W23,2024-06-03,google_trends_global
tr_0000276,python role,google_trends_global,['python'],2024-W23,2024-06-03,google_trends_global
tr_0000277,python role,google_trends_global,['python'],2024-W23,2024-06-03,google_trends_global
tr_0000278,python role,google_trends_global,['python'],2024-W23,2024-06-03,google_trends_global
tr_0000279,python role,google_trends_global,['python'],2024-W23,2024-06-03,google_trends_global
tr_0000280,python role,google_trends_global,['python'],2024-W23,2024-06-03,google_trends_global
tr_0000281,python role,google_trends_global,['python'],2024-W23,2024-06-03,google_trends_global
tr_0000282,python role,google_trends_global,['python'],2024-W23,2024-06-03,google_trends_global
tr_0000283,python role,google_trends_global,['python'],2024-W23,2024-06-03,google_trends_global
tr_0000284,python role,google_trends_global,['python'],2024-W23,2024-06-03,google_trends_global
tr_0000285,python role,google_trends_global,['python'],2024-W23,2024-06-03,google_trends_global
tr_0000286,python role,google_trends_global,['python'],2024-W24,2024-06-10,google_trends_global
tr_0000287,python role,google_trends_global,['python'],2024-W24,2024-06-10,google_trends_global
tr_0000288,python role,google_trends_global,['python'],2024-W24,2024-06-10,google_trends_global
tr_0000289,python role,google_trends_global,['python'],2024-W24,2024-06-10,google_trends_global
tr_0000290,python role,google_trends_global,['python'],2024-W24,2024-06-10,google_trends_global
tr_0000291,python role,google_trends_global,['python'],2024-W24,2024-06-10,google_trends_global
tr_0000292,python role,google_trends_global,['python'],2024-W24,2024-06-10,google_trends_global
tr_0000293,python role,google_trends_global,['python'],2024-W24,2024-06-10,google_trends_global
tr_0000294,python role,google_trends_global,['python'],2024-W24,2024-06-10,google_trends_global
tr_0000295,python role,google_trends_global,['python'],2024-W24,2024-06-10,google_trends_global
tr_0000296,python role,google_trends_global,['python'],2024-W24,2024-06-10,google_trends_global
tr_0000297,python role,google_trends_global,['python'],2024-W24,2024-06-10,google_trends_global
tr_0000298,python role,google_trends_global,['python'],2024-W25,2024-06-17,google_trends_global
tr_0000299,python role,google_trends_global,['python'],2024-W25,2024-06-17,google_trends_global
tr_0000300,python role,google_trends_global,['python'],2024-W25,2024-06-17,google_trends_global
tr_0000301,python role,google_trends_global,['python'],2024-W25,2024-06-17,google_trends_global
tr_0000302,python role,google_trends_global,['python'],2024-W25,2024-06-17,google_trends_global
tr_0000303,python role,google_trends_global,['python'],2024-W25,2024-06-17,google_trends_global
tr_0000304,python role,google_trends_global,['python'],2024-W25,2024-06-17,google_trends_global
tr_0000305,python role,google_trends_global,['python'],2024-W25,2024-06-17,google_trends_global
tr_0000306,python role,google_trends_global,['python'],2024-W25,2024-06-17,google_trends_global
tr_0000307,python role,google_trends_global,['python'],2024-W25,2024-06-17,google_trends_global
tr_0000308,python role,google_trends_global,['python'],2024-W25,2024-06-17,google_trends_global
tr_0000309,python role,google_trends_global,['python'],2024-W25,2024-06-17,google_trends_global
tr_0000310,python role,google_trends_global,['python'],2024-W26,2024-06-24,google_trends_global
tr_0000311,python role,google_trends_global,['python'],2024-W26,2024-06-24,google_trends_global
tr_0000312,python role,google_trends_global,['python'],2024-W26,2024-06-24,google_trends_global
tr_0000313,python role,google_trends_global,['python'],2024-W26,2024-06-24,google_trends_global
tr_0000314,python role,google_trends_global,['python'],2024-W26,2024-06-24,google_trends_global
tr_0000315,python role,google_trends_global,['python'],2024-W26,2024-06-24,google_trends_global
tr_0000316,python role,google_trends_global,['python'],2024-W26,2024-06-24,google_trends_global
tr_0000317,python role,google_trends_global,['python'],2024-W26,2024-06-24,google_trends_global
tr_0000318,python role,google_trends_global,['python'],2024-W26,2024-06-24,google_trends_global
tr_0000319,python role,google_trends_global,['python'],2024-W26,2024-06-24,google_trends_global
tr_0000320,python role,google_trends_global,['python'],2024-W26,2024-06-24,google_trends_global
tr_0000321,python role,google_trends_global,['python'],2024-W26,2024-06-24,google_trends_global
tr_0000322,python role,google_trends_global,['python'],2024-W26,2024-06-24,google_trends_global
tr_0000323,python role,google_trends_global,['python'],2024-W27,2024-07-01,google_trends_global
tr_0000324,python role,google_trends_global,['python'],2024-W27,2024-07-01,google_trends_global
tr_0000325,python role,google_trends_global,['python'],2024-W27,2024-07-01,google_trends_global
tr_0000326,python role,google_trends_global,['python'],2024-W27,2024-07-01,google_trends_global
tr_0000327,python role,google_trends_global,['python'],2024-W27,2024-07-01,google_trends_global
tr_0000328,python role,google_trends_global,['python'],2024-W27,2024-07-01,google_trends_global
tr_0000329,python role,google_trends_global,['python'],2024-W27,2024-07-01,google_trends_global
tr_0000330,python role,google_trends_global,['python'],2024-W27,2024-07-01,google_trends_global
tr_0000331,python role,google_trends_global,['python'],2024-W27,2024-07-01,google_trends_global
tr_0000332,python role,google_trends_global,['python'],2024-W27,2024-07-01,google_trends_global
tr_0000333,python role,google_trends_global,['python'],2024-W27,2024-07-01,google_trends_global
tr_0000334,python role,google_trends_global,['python'],2024-W27,2024-07-01,google_trends_global
tr_0000335,python role,google_trends_global,['python'],2024-W28,2024-07-08,google_trends_global
tr_0000336,python role,google_trends_global,['python'],2024-W28,2024-07-08,google_trends_global
tr_0000337,python role,google_trends_global,['python'],2024-W28,2024-07-08,google_trends_global
tr_0000338,python role,google_trends_global,['python'],2024-W28,2024-07-08,google_trends_global
tr_0000339,python role,google_trends_global,['python'],2024-W28,2024-07-08,google_trends_global
