week,skill,trend_index,source
2025-W51,python,76.8,google_trends_global
2025-W52,python,79.5,google_trends_global
2026-W01,python,82.0,google_trends_global
2026-W02,python,88.1,google_trends_global
2026-W03,python,81.4,google_trends_global
2026-W04,python,82.0,google_trends_global
2026-W05,python,80.8,google_trends_global
2026-W06,python,73.6,google_trends_global
2026-W07,python,81.4,google_trends_global
2026-W08,python,81.9,google_trends_global
2026-W09,python,91.8,google_trends_global
2026-W10,python,81.3,google_trends_global
2026-W11,python,83.5,google_trends_global
2026-W12,python,82.3,google_trends_global
2026-W13,python,78.0,google_trends_global
2026-W14,python,87.4,google_trends_global
2026-W15,python,86.1,google_trends_global
2026-W16,python,86.4,google_trends_global
2026-W17,python,79.8,google_trends_global
2026-W18,python,89.3,google_trends_global
2026-W19,python,78.2,google_trends_global
2026-W20,python,86.4,google_trends_global
2026-W21,python,93.0,google_trends_global
2026-W22,python,80.5,google_trends_global
2026-W23,python,82.3,google_trends_global
2026-W24,python,85.2,google_trends_global
2026-W25,python,83.0,google_trends_global
2024-W01,java,48.8,google_trends_global
2024-W02,java,55.2,google_trends_global
2024-W03,java,50.7,google_trends_global
2024-W04,java,56.8,google_trends_global
2024-W05,java,51.2,google_trends_global
2024-W06,java,61.0,google_trends_global
2024-W07,java,51.6,google_trends_global
2024-W08,java,53.4,google_trends_global
2024-W09,java,57.9,google_trends_global
2024-W10,java,49.7,google_trends_global
2024-W11,java,55.5,google_trends_global
2024-W12,java,59.8,google_trends_global
2024-W13,java,48.1,google_trends_global
2024-W14,java,55.2,google_trends_global
2024-W15,java,55.5,google_trends_global
2024-W16,java,57.5,google_trends_global
2024-W17,java,49.4,google_trends_global
2024-W18,java,49.1,google_trends_global
2024-W19,java,56.4,google_trends_global
2024-W20,java,55.5,google_trends_global
2024-W21,java,55.2,google_trends_global
2024-W22,java,55.6,google_trends_global
2024-W23,java,51.4,google_trends_global
2024-W24,java,55.0,google_trends_global
2024-W25,java,55.2,google_trends_global
2024-W26,java,51.2,google_trends_global
2024-W27,java,61.5,google_trends_global
2024-W28,java,55.8,google_trends_global
2024-W29,java,49.1,google_trends_global
2024-W30,java,56.5,google_trends_global
2024-W31,java,49.9,google_trends_global
2024-W32,java,56.9,google_trends_global
2024-W33,java,58.4,google_trends_global
2024-W34,java,50.4,google_trends_global
2024-W35,java,57.5,google_trends_global
2024-W36,java,55.3,google_trends_global
2024-W37,java,56.9,google_trends_global
2024-W38,java,61.2,google_trends_global
2024-W39,java,52.5,google_trends_global
2024-W40,java,50.5,google_trends_global
2024-W41,java,49.9,google_trends_global
2024-W42,java,50.1,google_trends_global
2024-W43,java,53.1,google_trends_global
2024-W44,java,54.7,google_trends_global
2024-W45,java,54.4,google_trends_global
2024-W46,java,56.6,google_trends_global
2024-W47,java,53.3,google_trends_global
2024-W48,java,59.0,google_trends_global
2024-W49,java,52.1,google_trends_global
2024-W50,java,64.0,google_trends_global
2024-W51,java,55.6,google_trends_global
2024-W52,java,49.6,google_trends_global
2024-W53,java,48.7,google_trends_global
2025-W01,java,54.9,google_trends_global
2025-W02,java,52.0,google_trends_global
2025-W03,java,55.7,google_trends_global
2025-W04,java,54.7,google_trends_global
2025-W05,java,52.5,google_trends_global
2025-W06,java,49.4,google_trends_global
2025-W07,java,46.7,google_trends_global
2025-W08,java,50.9,google_trends_global
2025-W09,java,56.1,google_trends_global
2025-W10,java,53.5,google_trends_global
2025-W11,java,47.6,google_trends_global
2025-W12,java,53.2,google_trends_global
2025-W13,java,54.0,google_trends_global
2025-W14,java,48.9,google_trends_global
2025-W15,java,53.0,google_trends_global
2025-W16,java,52.6,google_trends_global
2025-W17,java,47.8,google_trends_global
2025-W18,java,53.7,google_trends_global
2025-W19,java,54.5,google_trends_global
2025-W20,java,56.5,google_trends_global
2025-W21,java,56.4,google_trends_global
2025-W22,java,46.6,google_trends_global
2025-W23,java,48.3,google_trends_global
2025-W24,java,54.1,google_trends_global
2025-W25,java,54.1,google_trends_global
2025-W26,java,54.0,google_trends_global
2025-W27,java,67.3,google_trends_global
2025-W28,java,54.2,google_trends_global
2025-W29,java,56.4,google_trends_global
2025-W30,java,55.6,google_trends_global
2025-W31,java,54.4,google_trends_global
2025-W32,java,50.5,google_trends_global
2025-W33,java,54.7,google_trends_global
2025-W34,java,48.6,google_trends_global
2025-W35,java,50.7,google_trends_global
2025-W36,java,49.6,google_trends_global
2025-W37,java,51.9,google_trends_global
2025-W38,java,60.8,google_trends_global
2025-W39,java,44.0,google_trends_global
2025-W40,java,54.2,google_trends_global
2025-W41,java,44.9,google_trends_global
2025-W42,java,49.5,google_trends_global
2025-W43,java,55.7,google_trends_global
2025-W44,java,51.5,google_trends_global
2025-W45,java,46.9,google_trends_global
2025-W46,java,48.3,google_trends_global
2025-W47,java,53.9,google_trends_global
2025-W48,java,48.2,google_trends_global
2025-W49,java,52.0,google_trends_global
2025-W50,java,51.2,google_trends_global
2025-W51,java,48.4,google_trends_global
2025-W52,java,59.5,google_trends_global
2026-W01,java,53.5,google_trends_global
2026-W02,java,42.8,google_trends_global
2026-W03,java,51.6,google_trends_global
2026-W04,java,48.2,google_trends_global
2026-W05,java,54.2,google_trends_global
2026-W06,java,47.6,google_trends_global
2026-W07,java,50.2,google_trends_global
2026-W08,java,52.7,google_trends_global
2026-W09,java,54.1,google_trends_global
2026-W10,java,45.8,google_trends_global
2026-W11,java,49.2,google_trends_global
2026-W12,java,48.6,google_trends_global
2026-W13,java,47.9,google_trends_global
2026-W14,java,57.5,google_trends_global
2026-W15,java,52.0,google_trends_global
2026-W16,java,45.3,google_trends_global
2026-W17,java,54.0,google_trends_global
2026-W18,java,58.8,google_trends_global
2026-W19,java,54.4,google_trends_global
2026-W20,java,44.1,google_trends_global
2026-W21,java,48.2,google_trends_global
2026-W22,java,55.2,google_trends_global
2026-W23,java,47.2,google_trends_global
2026-W24,java,51.8,google_trends_global
2026-W25,java,53.1,google_trends_global
2024-W01,javascript,64.3,google_trends_global
2024-W02,javascript,67.7,google_trends_global
2024-W03,javascript,54.9,google_trends_global
2024-W04,javascript,63.8,google_trends_global
2024-W05,javascript,66.8,google_trends_global
2024-W06,javascript,62.8,google_trends_global
2024-W07,javascript,74.3,google_trends_global
2024-W08,javascript,62.0,google_trends_global
2024-W09,javascript,65.9,google_trends_global
2024-W10,javascript,68.1,google_trends_global
2024-W11,javascript,73.3,google_trends_global
2024-W12,javascript,61.7,google_trends_global
2024-W13,javascript,72.1,google_trends_global
2024-W14,javascript,67.4,google_trends_global
2024-W15,javascript,63.4,google_trends_global
2024-W16,javascript,69.2,google_trends_global
2024-W17,javascript,68.1,google_trends_global
2024-W18,javascript,64.8,google_trends_global
2024-W19,javascript,67.4,google_trends_global
2024-W20,javascript,65.6,google_trends_global
2024-W21,javascript,67.5,google_trends_global
2024-W22,javascript,69.7,google_trends_global
2024-W23,javascript,73.3,google_trends_global
2024-W24,javascript,62.0,google_trends_global
2024-W25,javascript,75.4,google_trends_global
2024-W26,javascript,59.0,google_trends_global
2024-W27,javascript,66.2,google_trends_global
2024-W28,javascript,69.1,google_trends_global
2024-W29,javascript,67.8,google_trends_global
2024-W30,javascript,64.2,google_trends_global
2024-W31,javascript,65.8,google_trends_global
2024-W32,javascript,64.6,google_trends_global
2024-W33,javascript,64.2,google_trends_global
2024-W34,javascript,69.9,google_trends_global
2024-W35,javascript,67.8,google_trends_global
2024-W36,javascript,63.6,google_trends_global
2024-W37,javascript,69.9,google_trends_global
2024-W38,javascript,67.5,google_trends_global
2024-W39,javascript,69.5,google_trends_global
2024-W40,javascript,68.7,google_trends_global
2024-W41,javascript,62.8,google_trends_global
2024-W42,javascript,63.9,google_trends_global
2024-W43,javascript,69.0,google_trends_global
2024-W44,javascript,68.4,google_trends_global
2024-W45,javascript,65.9,google_trends_global
2024-W46,javascript,66.4,google_trends_global
2024-W47,javascript,71.0,google_trends_global
2024-W48,javascript,63.4,google_trends_global
2024-W49,javascript,68.0,google_trends_global
2024-W50,javascript,64.9,google_trends_global
2024-W51,javascript,64.8,google_trends_global
2024-W52,javascript,70.0,google_trends_global
2024-W53,javascript,68.9,google_trends_global
2025-W01,javascript,68.8,google_trends_global
2025-W02,javascript,70.7,google_trends_global
2025-W03,javascript,65.5,google_trends_global
2025-W04,javascript,68.1,google_trends_global
2025-W05,javascript,64.1,google_trends_global
2025-W06,javascript,66.6,google_trends_global
2025-W07,javascript,64.7,google_trends_global
2025-W08,javascript,65.6,google_trends_global
2025-W09,javascript,67.5,google_trends_global
2025-W10,javascript,61.8,google_trends_global
2025-W11,javascript,73.4,google_trends_global
2025-W12,javascript,61.0,google_trends_global
2025-W13,javascript,60.1,google_trends_global
2025-W14,javascript,69.6,google_trends_global
2025-W15,javascript,68.1,google_trends_global
2025-W16,javascript,67.3,google_trends_global
2025-W17,javascript,67.3,google_trends_global
2025-W18,javascript,64.7,google_trends_global
2025-W19,javascript,61.1,google_trends_global
2025-W20,javascript,65.0,google_trends_global
2025-W21,javascript,61.9,google_trends_global
2025-W22,javascript,68.5,google_trends_global
2025-W23,javascript,63.9,google_trends_global
2025-W24,javascript,61.2,google_trends_global
2025-W25,javascript,63.1,google_trends_global
2025-W26,javascript,66.0,google_trends_global
2025-W27,javascript,62.1,google_trends_global
2025-W28,javascript,61.0,google_trends_global
2025-W29,javascript,65.2,google_trends_global
2025-W30,javascript,65.2,google_trends_global
2025-W31,javascript,62.1,google_trends_global
2025-W32,javascript,62.2,google_trends_global
2025-W33,javascript,65.0,google_trends_global
2025-W34,javascript,58.2,google_trends_global
2025-W35,javascript,58.3,google_trends_global
2025-W36,javascript,61.0,google_trends_global
2025-W37,javascript,63.0,google_trends_global
2025-W38,javascript,65.1,google_trends_global
2025-W39,javascript,69.7,google_trends_global
2025-W40,javascript,67.2,google_trends_global
2025-W41,javascript,63.0,google_trends_global
2025-W42,javascript,63.6,google_trends_global
2025-W43,javascript,59.6,google_trends_global
2025-W44,javascript,63.5,google_trends_global
2025-W45,javascript,62.3,google_trends_global
2025-W46,javascript,64.7,google_trends_global
2025-W47,javascript,60.1,google_trends_global
2025-W48,javascript,65.4,google_trends_global
2025-W49,javascript,69.4,google_trends_global
2025-W50,javascript,62.8,google_trends_global
2025-W51,javascript,64.8,google_trends_global
2025-W52,javascript,65.9,google_trends_global
2026-W01,javascript,61.5,google_trends_global
2026-W02,javascript,64.0,google_trends_global
2026-W03,javascript,63.1,google_trends_global
2026-W04,javascript,63.4,google_trends_global
2026-W05,javascript,59.8,google_trends_global
2026-W06,javascript,63.0,google_trends_global
2026-W07,javascript,64.8,google_trends_global
2026-W08,javascript,68.6,google_trends_global
2026-W09,javascript,66.6,google_trends_global
2026-W10,javascript,71.3,google_trends_global
2026-W11,javascript,59.6,google_trends_global
2026-W12,javascript,66.1,google_trends_global
2026-W13,javascript,63.3,google_trends_global
2026-W14,javascript,71.3,google_trends_global
2026-W15,javascript,59.2,google_trends_global
2026-W16,javascript,59.1,google_trends_global
2026-W17,javascript,60.0,google_trends_global
2026-W18,javascript,53.8,google_trends_global
2026-W19,javascript,60.2,google_trends_global
2026-W20,javascript,59.2,google_trends_global
2026-W21,javascript,62.8,google_trends_global
2026-W22,javascript,63.5,google_trends_global
2026-W23,javascript,69.6,google_trends_global
2026-W24,javascript,65.8,google_trends_global
2026-W25,javascript,59.7,google_trends_global
2024-W01,typescript,28.4,google_trends_global
2024-W02,typescript,34.2,google_trends_global
2024-W03,typescript,27.1,google_trends_global
2024-W04,typescript,39.9,google_trends_global
2024-W05,typescript,37.5,google_trends_global
2024-W06,typescript,31.1,google_trends_global
2024-W07,typescript,26.4,google_trends_global
2024-W08,typescript,38.8,google_trends_global
2024-W09,typescript,33.2,google_trends_global
2024-W10,typescript,38.8,google_trends_global
2024-W11,typescript,27.6,google_trends_global
2024-W12,typescript,31.8,google_trends_global
2024-W13,typescript,34.4,google_trends_global
2024-W14,typescript,34.8,google_trends_global
2024-W15,typescript,33.0,google_trends_global
2024-W16,typescript,37.5,google_trends_global
2024-W17,typescript,31.0,google_trends_global
2024-W18,typescript,34.9,google_trends_global
2024-W19,typescript,36.1,google_trends_global
2024-W20,typescript,37.9,google_trends_global
2024-W21,typescript,38.9,google_trends_global
2024-W22,typescript,31.7,google_trends_global
2024-W23,typescript,30.3,google_trends_global
2024-W24,typescript,41.7,google_trends_global
2024-W25,typescript,38.2,google_trends_global
2024-W26,typescript,34.0,google_trends_global
2024-W27,typescript,43.4,google_trends_global
2024-W28,typescript,37.9,google_trends_global
2024-W29,typescript,42.4,google_trends_global
2024-W30,typescript,38.1,google_trends_global
2024-W31,typescript,46.3,google_trends_global
2024-W32,typescript,45.3,google_trends_global
2024-W33,typescript,37.5,google_trends_global
2024-W34,typescript,42.5,google_trends_global
2024-W35,typescript,41.4,google_trends_global
2024-W36,typescript,44.5,google_trends_global
2024-W37,typescript,35.4,google_trends_global
2024-W38,typescript,42.2,google_trends_global
2024-W39,typescript,43.9,google_trends_global
2024-W40,typescript,32.8,google_trends_global
2024-W41,typescript,35.3,google_trends_global
2024-W42,typescript,32.1,google_trends_global
2024-W43,typescript,39.4,google_trends_global
2024-W44,typescript,43.5,google_trends_global
2024-W45,typescript,46.9,google_trends_global
2024-W46,typescript,41.4,google_trends_global
2024-W47,typescript,47.8,google_trends_global
2024-W48,typescript,36.0,google_trends_global
2024-W49,typescript,34.9,google_trends_global
2024-W50,typescript,41.7,google_trends_global
2024-W51,typescript,43.6,google_trends_global
2024-W52,typescript,42.1,google_trends_global
2024-W53,typescript,34.2,google_trends_global
2025-W01,typescript,42.3,google_trends_global
2025-W02,typescript,37.7,google_trends_global
2025-W03,typescript,45.8,google_trends_global
2025-W04,typescript,44.8,google_trends_global
2025-W05,typescript,39.7,google_trends_global
2025-W06,typescript,41.6,google_trends_global
2025-W07,typescript,39.7,google_trends_global
2025-W08,typescript,43.8,google_trends_global
2025-W09,typescript,48.1,google_trends_global
2025-W10,typescript,40.6,google_trends_global
2025-W11,typescript,46.7,google_trends_global
2025-W12,typescript,42.8,google_trends_global
2025-W13,typescript,41.9,google_trends_global
2025-W14,typescript,44.9,google_trends_global
2025-W15,typescript,41.4,google_trends_global
2025-W16,typescript,43.5,google_trends_global
2025-W17,typescript,41.1,google_trends_global
2025-W18,typescript,54.0,google_trends_global
2025-W19,typescript,46.5,google_trends_global
2025-W20,typescript,43.7,google_trends_global
2025-W21,typescript,47.6,google_trends_global
2025-W22,typescript,46.5,google_trends_global
2025-W23,typescript,46.2,google_trends_global
2025-W24,typescript,49.8,google_trends_global
2025-W25,typescript,50.5,google_trends_global
2025-W26,typescript,45.6,google_trends_global
2025-W27,typescript,45.6,google_trends_global
2025-W28,typescript,47.0,google_trends_global
2025-W29,typescript,39.1,google_trends_global
2025-W30,typescript,42.5,google_trends_global
2025-W31,typescript,54.2,google_trends_global
2025-W32,typescript,55.5,google_trends_global
2025-W33,typescript,48.1,google_trends_global
2025-W34,typescript,51.6,google_trends_global
2025-W35,typescript,50.8,google_trends_global
2025-W36,typescript,62.1,google_trends_global
2025-W37,typescript,54.4,google_trends_global
2025-W38,typescript,49.6,google_trends_global
2025-W39,typescript,46.5,google_trends_global
2025-W40,typescript,44.1,google_trends_global
2025-W41,typescript,51.6,google_trends_global
2025-W42,typescript,47.9,google_trends_global
2025-W43,typescript,45.5,google_trends_global
2025-W44,typescript,48.8,google_trends_global
2025-W45,typescript,47.2,google_trends_global
2025-W46,typescript,58.5,google_trends_global
2025-W47,typescript,55.5,google_trends_global
2025-W48,typescript,52.1,google_trends_global
2025-W49,typescript,58.3,google_trends_global
2025-W50,typescript,52.9,google_trends_global
2025-W51,typescript,49.3,google_trends_global
2025-W52,typescript,59.1,google_trends_global
2026-W01,typescript,55.3,google_trends_global
2026-W02,typescript,49.2,google_trends_global
2026-W03,typescript,52.8,google_trends_global
2026-W04,typescript,50.3,google_trends_global
2026-W05,typescript,48.4,google_trends_global
2026-W06,typescript,57.9,google_trends_global
2026-W07,typescript,62.0,google_trends_global
2026-W08,typescript,49.0,google_trends_global
2026-W09,typescript,57.0,google_trends_global
2026-W10,typescript,52.4,google_trends_global
2026-W11,typescript,53.2,google_trends_global
2026-W12,typescript,53.0,google_trends_global
2026-W13,typescript,52.1,google_trends_global
2026-W14,typescript,56.0,google_trends_global
2026-W15,typescript,52.7,google_trends_global
2026-W16,typescript,57.3,google_trends_global
2026-W17,typescript,56.2,google_trends_global
2026-W18,typescript,55.6,google_trends_global
2026-W19,typescript,53.2,google_trends_global
2026-W20,typescript,54.7,google_trends_global
2026-W21,typescript,60.2,google_trends_global
2026-W22,typescript,59.4,google_trends_global
2026-W23,typescript,53.7,google_trends_global
2026-W24,typescript,58.2,google_trends_global
2026-W25,typescript,61.0,google_trends_global
2024-W01,go,17.3,google_trends_global
2024-W02,go,26.3,google_trends_global
2024-W03,go,21.6,google_trends_global
2024-W04,go,26.7,google_trends_global
2024-W05,go,21.4,google_trends_global
2024-W06,go,17.4,google_trends_global
2024-W07,go,18.2,google_trends_global
2024-W08,go,25.1,google_trends_global
2024-W09,go,26.0,google_trends_global
2024-W10,go,21.5,google_trends_global
2024-W11,go,27.8,google_trends_global
2024-W12,go,18.7,google_trends_global
2024-W13,go,25.2,google_trends_global
2024-W14,go,20.8,google_trends_global
2024-W15,go,23.1,google_trends_global
2024-W16,go,26.1,google_trends_global
2024-W17,go,22.5,google_trends_global
2024-W18,go,24.6,google_trends_global
2024-W19,go,30.3,google_trends_global
2024-W20,go,24.0,google_trends_global
2024-W21,go,29.8,google_trends_global
2024-W22,go,22.1,google_trends_global
2024-W23,go,28.8,google_trends_global
2024-W24,go,32.6,google_trends_global
2024-W25,go,17.1,google_trends_global
2024-W26,go,23.9,google_trends_global
2024-W27,go,29.5,google_trends_global
2024-W28,go,26.5,google_trends_global
2024-W29,go,29.0,google_trends_global
2024-W30,go,25.2,google_trends_global
2024-W31,go,28.1,google_trends_global
2024-W32,go,27.2,google_trends_global
2024-W33,go,32.6,google_trends_global
2024-W34,go,29.1,google_trends_global
2024-W35,go,29.6,google_trends_global
2024-W36,go,26.7,google_trends_global
2024-W37,go,26.5,google_trends_global
2024-W38,go,26.9,google_trends_global
2024-W39,go,30.3,google_trends_global
2024-W40,go,27.2,google_trends_global
2024-W41,go,30.1,google_trends_global
2024-W42,go,37.4,google_trends_global
2024-W43,go,32.7,google_trends_global
2024-W44,go,28.0,google_trends_global
2024-W45,go,34.3,google_trends_global
2024-W46,go,27.9,google_trends_global
2024-W47,go,21.6,google_trends_global
2024-W48,go,25.8,google_trends_global
2024-W49,go,22.5,google_trends_global
2024-W50,go,28.7,google_trends_global
2024-W51,go,30.3,google_trends_global
2024-W52,go,37.0,google_trends_global
2024-W53,go,31.8,google_trends_global
2025-W01,go,29.7,google_trends_global
2025-W02,go,34.0,google_trends_global
2025-W03,go,22.0,google_trends_global
2025-W04,go,31.9,google_trends_global
2025-W05,go,34.2,google_trends_global
2025-W06,go,25.3,google_trends_global
2025-W07,go,35.9,google_trends_global
2025-W08,go,32.8,google_trends_global
2025-W09,go,29.9,google_trends_global
2025-W10,go,34.2,google_trends_global
2025-W11,go,40.9,google_trends_global
2025-W12,go,32.7,google_trends_global
2025-W13,go,33.1,google_trends_global
2025-W14,go,30.3,google_trends_global
2025-W15,go,28.9,google_trends_global
2025-W16,go,35.8,google_trends_global
2025-W17,go,29.1,google_trends_global
2025-W18,go,33.0,google_trends_global
2025-W19,go,30.9,google_trends_global
2025-W20,go,34.8,google_trends_global
2025-W21,go,34.4,google_trends_global
2025-W22,go,37.3,google_trends_global
2025-W23,go,31.3,google_trends_global
2025-W24,go,32.3,google_trends_global
2025-W25,go,29.6,google_trends_global
2025-W26,go,31.9,google_trends_global
2025-W27,go,35.3,google_trends_global
2025-W28,go,37.0,google_trends_global
2025-W29,go,30.4,google_trends_global
2025-W30,go,37.6,google_trends_global
2025-W31,go,39.7,google_trends_global
2025-W32,go,36.1,google_trends_global
2025-W33,go,42.0,google_trends_global
2025-W34,go,31.6,google_trends_global
2025-W35,go,29.8,google_trends_global
2025-W36,go,27.8,google_trends_global
2025-W37,go,41.0,google_trends_global
2025-W38,go,37.8,google_trends_global
2025-W39,go,35.1,google_trends_global
2025-W40,go,36.5,google_trends_global
2025-W41,go,31.0,google_trends_global
2025-W42,go,45.4,google_trends_global
2025-W43,go,36.3,google_trends_global
2025-W44,go,36.3,google_trends_global
2025-W45,go,38.9,google_trends_global
2025-W46,go,38.1,google_trends_global
2025-W47,go,37.2,google_trends_global
2025-W48,go,33.2,google_trends_global
2025-W49,go,38.4,google_trends_global
2025-W50,go,44.2,google_trends_global
2025-W51,go,42.2,google_trends_global
2025-W52,go,43.3,google_trends_global
2026-W01,go,35.0,google_trends_global
2026-W02,go,33.2,google_trends_global
2026-W03,go,36.8,google_trends_global
2026-W04,go,37.6,google_trends_global
2026-W05,go,41.9,google_trends_global
2026-W06,go,30.9,google_trends_global
2026-W07,go,43.9,google_trends_global
2026-W08,go,37.3,google_trends_global
2026-W09,go,36.3,google_trends_global
2026-W10,go,34.1,google_trends_global
2026-W11,go,31.6,google_trends_global
2026-W12,go,41.7,google_trends_global
2026-W13,go,38.8,google_trends_global
2026-W14,go,33.5,google_trends_global
2026-W15,go,33.6,google_trends_global
2026-W16,go,37.5,google_trends_global
2026-W17,go,45.7,google_trends_global
2026-W18,go,38.1,google_trends_global
2026-W19,go,33.2,google_trends_global
2026-W20,go,38.4,google_trends_global
2026-W21,go,38.4,google_trends_global
2026-W22,go,28.8,google_trends_global
2026-W23,go,39.5,google_trends_global
2026-W24,go,39.0,google_trends_global
2026-W25,go,42.8,google_trends_global
2024-W01,rust,22.4,google_trends_global
2024-W02,rust,19.6,google_trends_global
2024-W03,rust,14.1,google_trends_global
2024-W04,rust,10.9,google_trends_global
2024-W05,rust,25.7,google_trends_global
2024-W06,rust,15.7,google_trends_global
2024-W07,rust,15.7,google_trends_global
2024-W08,rust,15.6,google_trends_global
2024-W09,rust,16.6,google_trends_global
2024-W10,rust,15.3,google_trends_global
2024-W11,rust,13.7,google_trends_global
2024-W12,rust,13.9,google_trends_global
2024-W13,rust,16.1,google_trends_global
2024-W14,rust,14.1,google_trends_global
2024-W15,rust,13.6,google_trends_global
2024-W16,rust,16.9,google_trends_global
2024-W17,rust,15.6,google_trends_global
2024-W18,rust,22.7,google_trends_global
2024-W19,rust,6.2,google_trends_global
2024-W20,rust,21.3,google_trends_global
2024-W21,rust,22.0,google_trends_global
2024-W22,rust,8.8,google_trends_global
2024-W23,rust,15.8,google_trends_global
2024-W24,rust,15.8,google_trends_global
2024-W25,rust,11.8,google_trends_global
2024-W26,rust,14.4,google_trends_global
2024-W27,rust,13.2,google_trends_global
2024-W28,rust,24.7,google_trends_global
2024-W29,rust,21.6,google_trends_global
2024-W30,rust,23.0,google_trends_global
2024-W31,rust,20.9,google_trends_global
2024-W32,rust,13.6,google_trends_global
2024-W33,rust,16.1,google_trends_global
2024-W34,rust,20.3,google_trends_global
2024-W35,rust,13.5,google_trends_global
2024-W36,rust,21.4,google_trends_global
2024-W37,rust,17.7,google_trends_global
2024-W38,rust,17.2,google_trends_global
2024-W39,rust,21.7,google_trends_global
2024-W40,rust,20.7,google_trends_global
2024-W41,rust,17.6,google_trends_global
2024-W42,rust,23.8,google_trends_global
2024-W43,rust,14.9,google_trends_global
2024-W44,rust,21.8,google_trends_global
2024-W45,rust,21.8,google_trends_global
2024-W46,rust,18.3,google_trends_global
2024-W47,rust,20.9,google_trends_global
2024-W48,rust,14.7,google_trends_global
2024-W49,rust,23.5,google_trends_global
2024-W50,rust,19.2,google_trends_global
2024-W51,rust,17.9,google_trends_global
2024-W52,rust,24.3,google_trends_global
2024-W53,rust,17.4,google_trends_global
2025-W01,rust,14.7,google_trends_global
2025-W02,rust,14.2,google_trends_global
