skill,forecast_week,forecast_step,predicted_count,trend,method,data_points_used,last_actual_count,avg_actual_count,growth_score,ci_lower_step12,ci_upper_step12,endpoint_anomaly_excluded
react,2026-W38,5,228.96,rising,ES,133,211,231.17,0.0326,214.37,243.18,False
react,2026-W39,6,228.92,rising,ES,133,211,231.17,0.0326,214.37,243.18,False
react,2026-W40,7,228.89,rising,ES,133,211,231.17,0.0326,214.37,243.18,False
react,2026-W41,8,228.86,rising,ES,133,211,231.17,0.0326,214.37,243.18,False
react,2026-W42,9,228.83,rising,ES,133,211,231.17,0.0326,214.37,243.18,False
react,2026-W43,10,228.8,rising,ES,133,211,231.17,0.0326,214.37,243.18,False
react,2026-W44,11,228.77,rising,ES,133,211,231.17,0.0326,214.37,243.18,False
react,2026-W45,12,228.74,rising,ES,133,211,231.17,0.0326,214.37,243.18,False
python,2026-W34,1,330.37,rising,ES,132,0,271.7,0.0811,324.28,355.16,True
python,2026-W35,2,331.22,rising,ES,132,0,271.7,0.0811,324.28,355.16,True
python,2026-W36,3,332.07,rising,ES,132,0,271.7,0.0811,324.28,355.16,True
python,2026-W37,4,332.92,rising,ES,132,0,271.7,0.0811,324.28,355.16,True
python,2026-W38,5,333.77,rising,ES,132,0,271.7,0.0811,324.28,355.16,True
python,2026-W39,6,334.62,rising,ES,132,0,271.7,0.0811,324.28,355.16,True
python,2026-W40,7,335.48,rising,ES,132,0,271.7,0.0811,324.28,355.16,True
python,2026-W41,8,336.33,rising,ES,132,0,271.7,0.0811,324.28,355.16,True
python,2026-W42,9,337.18,rising,ES,132,0,271.7,0.0811,324.28,355.16,True
python,2026-W43,10,338.03,rising,ES,132,0,271.7,0.0811,324.28,355.16,True
python,2026-W44,11,338.88,rising,ES,132,0,271.7,0.0811,324.28,355.16,True
python,2026-W45,12,339.73,rising,ES,132,0,271.7,0.0811,324.28,355.16,True
nodejs,2026-W34,1,173.8,stable,ES,133,168,182.58,0.0208,158.75,186.69,False
nodejs,2026-W35,2,173.67,stable,ES,133,168,182.58,0.0208,158.75,186.69,False
nodejs,2026-W36,3,173.54,stable,ES,133,168,182.58,0.0208,158.75,186.69,False
nodejs,2026-W37,4,173.41,stable,ES,133,168,182.58,0.0208,158.75,186.69,False
nodejs,2026-W38,5,173.28,stable,ES,133,168,182.58,0.0208,158.75,186.69,False
nodejs,2026-W39,6,173.15,stable,ES,133,168,182.58,0.0208,158.75,186.69,False
nodejs,2026-W40,7,173.02,stable,ES,133,168,182.58,0.0208,158.75,186.69,False
nodejs,2026-W41,8,172.89,stable,ES,133,168,182.58,0.0208,158.75,186.69,False
nodejs,2026-W42,9,172.75,stable,ES,133,168,182.58,0.0208,158.75,186.69,False
nodejs,2026-W43,10,172.62,stable,ES,133,168,182.58,0.0208,158.75,186.69,False
nodejs,2026-W44,11,172.49,stable,ES,133,168,182.58,0.0208,158.75,186.69,False
nodejs,2026-W45,12,172.36,stable,ES,133,168,182.58,0.0208,158.75,186.69,False
aws,2026-W34,1,224.7,rising,ES,132,0,203.62,0.0572,212.45,243.09,True
aws,2026-W35,2,224.99,rising,ES,132,0,203.62,0.0572,212.45,243.09,True
aws,2026-W36,3,225.28,rising,ES,132,0,203.62,0.0572,212.45,243.09,True
aws,2026-W37,4,225.58,rising,ES,132,0,203.62,0.0572,212.45,243.09,True
aws,2026-W38,5,225.87,rising,ES,132,0,203.62,0.0572,212.45,243.09,True
aws,2026-W39,6,226.17,rising,ES,132,0,203.62,0.0572,212.45,243.09,True
aws,2026-W40,7,226.46,rising,ES,132,0,203.62,0.0572,212.45,243.09,True
aws,2026-W41,8,226.75,rising,ES,132,0,203.62,0.0572,212.45,243.09,True
aws,2026-W42,9,227.05,rising,ES,132,0,203.62,0.0572,212.45,243.09,True
aws,2026-W43,10,227.34,rising,ES,132,0,203.62,0.0572,212.45,243.09,True
aws,2026-W44,11,227.63,rising,ES,132,0,203.62,0.0572,212.45,243.09,True
aws,2026-W45,12,227.93,rising,ES,132,0,203.62,0.0572,212.45,243.09,True
mysql,2026-W34,1,156.01,falling,ES,133,169,166.37,-0.0704,138.55,168.69,False
mysql,2026-W35,2,155.86,falling,ES,133,169,166.37,-0.0704,138.55,168.69,False
mysql,2026-W36,3,155.7,falling,ES,133,169,166.37,-0.0704,138.55,168.69,False
mysql,2026-W37,4,155.55,falling,ES,133,169,166.37,-0.0704,138.55,168.69,False
mysql,2026-W38,5,155.39,falling,ES,133,169,166.37,-0.0704,138.55,168.69,False
mysql,2026-W39,6,155.24,falling,ES,133,169,166.37,-0.0704,138.55,168.69,False
mysql,2026-W40,7,155.08,falling,ES,133,169,166.37,-0.0704,138.55,168.69,False
mysql,2026-W41,8,154.93,falling,ES,133,169,166.37,-0.0704,138.55,168.69,False
mysql,2026-W42,9,154.77,falling,ES,133,169,166.37,-0.0704,138.55,168.69,False
mysql,2026-W43,10,154.62,falling,ES,133,169,166.37,-0.0704,138.55,168.69,False
mysql,2026-W44,11,154.47,falling,ES,133,169,166.37,-0.0704,138.55,168.69,False
mysql,2026-W45,12,154.31,falling,ES,133,169,166.37,-0.0704,138.55,168.69,False
dotnet,2026-W34,1,154.74,stable,ES,132,0,160.9,-0.0158,136.33,169.01,True
dotnet,2026-W35,2,154.63,stable,ES,132,0,160.9,-0.0158,136.33,169.01,True
dotnet,2026-W36,3,154.52,stable,ES,132,0,160.9,-0.0158,136.33,169.01,True
dotnet,2026-W37,4,154.41,stable,ES,132,0,160.9,-0.0158,136.33,169.01,True
dotnet,2026-W38,5,154.3,stable,ES,132,0,160.9,-0.0158,136.33,169.01,True
dotnet,2026-W39,6,154.18,stable,ES,132,0,160.9,-0.0158,136.33,169.01,True
dotnet,2026-W40,7,154.07,stable,ES,132,0,160.9,-0.0158,136.33,169.01,True
dotnet,2026-W41,8,153.96,stable,ES,132,0,160.9,-0.0158,136.33,169.01,True
dotnet,2026-W42,9,153.85,stable,ES,132,0,160.9,-0.0158,136.33,169.01,True
dotnet,2026-W43,10,153.74,stable,ES,132,0,160.9,-0.0158,136.33,169.01,True
dotnet,2026-W44,11,153.63,stable,ES,132,0,160.9,-0.0158,136.33,169.01,True
dotnet,2026-W45,12,153.52,stable,ES,132,0,160.9,-0.0158,136.33,169.01,True
docker,2026-W34,1,201.98,rising,ES,133,181,186.08,0.0913,188.93,222.88,False
docker,2026-W35,2,202.22,rising,ES,133,181,186.08,0.0913,188.93,222.88,False
docker,2026-W36,3,202.45,rising,ES,133,181,186.08,0.0913,188.93,222.88,False
docker,2026-W37,4,202.69,rising,ES,133,181,186.08,0.0913,188.93,222.88,False
docker,2026-W38,5,202.93,rising,ES,133,181,186.08,0.0913,188.93,222.88,False
docker,2026-W39,6,203.17,rising,ES,133,181,186.08,0.0913,188.93,222.88,False
docker,2026-W40,7,203.4,rising,ES,133,181,186.08,0.0913,188.93,222.88,False
docker,2026-W41,8,203.64,rising,ES,133,181,186.08,0.0913,188.93,222.88,False
docker,2026-W42,9,203.88,rising,ES,133,181,186.08,0.0913,188.93,222.88,False
docker,2026-W43,10,204.12,rising,ES,133,181,186.08,0.0913,188.93,222.88,False
docker,2026-W44,11,204.35,rising,ES,133,181,186.08,0.0913,188.93,222.88,False
docker,2026-W45,12,204.59,rising,ES,133,181,186.08,0.0913,188.93,222.88,False
csharp,2026-W34,1,162.6,stable,ES,132,0,168.77,-0.0424,143.92,177.21,True
csharp,2026-W35,2,162.48,stable,ES,132,0,168.77,-0.0424,143.92,177.21,True
csharp,2026-W36,3,162.37,stable,ES,132,0,168.77,-0.0424,143.92,177.21,True
csharp,2026-W37,4,162.26,stable,ES,132,0,168.77,-0.0424,143.92,177.21,True
csharp,2026-W38,5,162.15,stable,ES,132,0,168.77,-0.0424,143.92,177.21,True
csharp,2026-W39,6,162.04,stable,ES,132,0,168.77,-0.0424,143.92,177.21,True
csharp,2026-W40,7,161.92,stable,ES,132,0,168.77,-0.0424,143.92,177.21,True
csharp,2026-W41,8,161.81,stable,ES,132,0,168.77,-0.0424,143.92,177.21,True
csharp,2026-W42,9,161.7,stable,ES,132,0,168.77,-0.0424,143.92,177.21,True
csharp,2026-W43,10,161.59,stable,ES,132,0,168.77,-0.0424,143.92,177.21,True
csharp,2026-W44,11,161.48,stable,ES,132,0,168.77,-0.0424,143.92,177.21,True
csharp,2026-W45,12,161.36,stable,ES,132,0,168.77,-0.0424,143.92,177.21,True
angular,2026-W34,1,132.08,stable,ES,132,0,142.7,0.0533,113.77,146.22,True
angular,2026-W35,2,131.91,stable,ES,132,0,142.7,0.0533,113.77,146.22,True
angular,2026-W36,3,131.73,stable,ES,132,0,142.7,0.0533,113.77,146.22,True
angular,2026-W37,4,131.56,stable,ES,132,0,142.7,0.0533,113.77,146.22,True
angular,2026-W38,5,131.38,stable,ES,132,0,142.7,0.0533,113.77,146.22,True
angular,2026-W39,6,131.2,stable,ES,132,0,142.7,0.0533,113.77,146.22,True
angular,2026-W40,7,131.03,stable,ES,132,0,142.7,0.0533,113.77,146.22,True
angular,2026-W41,8,130.85,stable,ES,132,0,142.7,0.0533,113.77,146.22,True
angular,2026-W42,9,130.68,stable,ES,132,0,142.7,0.0533,113.77,146.22,True
angular,2026-W43,10,130.5,stable,ES,132,0,142.7,0.0533,113.77,146.22,True
angular,2026-W44,11,130.32,stable,ES,132,0,142.7,0.0533,113.77,146.22,True
angular,2026-W45,12,130.15,stable,ES,132,0,142.7,0.0533,113.77,146.22,True
php,2026-W34,1,96.68,falling,ES,133,115,124.94,-0.1366,74.98,108.26,False
php,2026-W35,2,96.26,falling,ES,133,115,124.94,-0.1366,74.98,108.26,False
php,2026-W36,3,95.84,falling,ES,133,115,124.94,-0.1366,74.98,108.26,False
php,2026-W37,4,95.42,falling,ES,133,115,124.94,-0.1366,74.98,108.26,False
php,2026-W38,5,95.0,falling,ES,133,115,124.94,-0.1366,74.98,108.26,False
php,2026-W39,6,94.57,falling,ES,133,115,124.94,-0.1366,74.98,108.26,False
php,2026-W40,7,94.15,falling,ES,133,115,124.94,-0.1366,74.98,108.26,False
php,2026-W41,8,93.73,falling,ES,133,115,124.94,-0.1366,74.98,108.26,False
php,2026-W42,9,93.31,falling,ES,133,115,124.94,-0.1366,74.98,108.26,False
php,2026-W43,10,92.89,falling,ES,133,115,124.94,-0.1366,74.98,108.26,False
php,2026-W44,11,92.47,falling,ES,133,115,124.94,-0.1366,74.98,108.26,False
php,2026-W45,12,92.04,falling,ES,133,115,124.94,-0.1366,74.98,108.26,False
devops,2026-W34,1,174.24,falling,ES,132,0,155.66,-0.0384,160.93,195.31,True
devops,2026-W35,2,174.51,falling,ES,132,0,155.66,-0.0384,160.93,195.31,True
devops,2026-W36,3,174.77,falling,ES,132,0,155.66,-0.0384,160.93,195.31,True
devops,2026-W37,4,175.03,falling,ES,132,0,155.66,-0.0384,160.93,195.31,True
devops,2026-W38,5,175.29,falling,ES,132,0,155.66,-0.0384,160.93,195.31,True
devops,2026-W39,6,175.55,falling,ES,132,0,155.66,-0.0384,160.93,195.31,True
devops,2026-W40,7,175.81,falling,ES,132,0,155.66,-0.0384,160.93,195.31,True
devops,2026-W41,8,176.08,falling,ES,132,0,155.66,-0.0384,160.93,195.31,True
devops,2026-W42,9,176.34,falling,ES,132,0,155.66,-0.0384,160.93,195.31,True
devops,2026-W43,10,176.6,falling,ES,132,0,155.66,-0.0384,160.93,195.31,True
devops,2026-W44,11,176.86,falling,ES,132,0,155.66,-0.0384,160.93,195.31,True
devops,2026-W45,12,177.12,falling,ES,132,0,155.66,-0.0384,160.93,195.31,True
android,2026-W34,1,119.51,stable,ES,133,130,128.5,-0.076,101.71,134.0,False
android,2026-W35,2,119.38,stable,ES,133,130,128.5,-0.076,101.71,134.0,False
android,2026-W36,3,119.25,stable,ES,133,130,128.5,-0.076,101.71,134.0,False
android,2026-W37,4,119.11,stable,ES,133,130,128.5,-0.076,101.71,134.0,False
android,2026-W38,5,118.98,stable,ES,133,130,128.5,-0.076,101.71,134.0,False
android,2026-W39,6,118.84,stable,ES,133,130,128.5,-0.076,101.71,134.0,False
android,2026-W40,7,118.71,stable,ES,133,130,128.5,-0.076,101.71,134.0,False
android,2026-W41,8,118.57,stable,ES,133,130,128.5,-0.076,101.71,134.0,False
android,2026-W42,9,118.44,stable,ES,133,130,128.5,-0.076,101.71,134.0,False
android,2026-W43,10,118.31,stable,ES,133,130,128.5,-0.076,101.71,134.0,False
android,2026-W44,11,118.17,stable,ES,133,130,128.5,-0.076,101.71,134.0,False
android,2026-W45,12,118.04,stable,ES,133,130,128.5,-0.076,101.71,134.0,False
azure,2026-W34,1,184.19,stable,ES,133,174,164.93,0.0601,171.26,202.39,False
azure,2026-W35,2,184.47,stable,ES,133,174,164.93,0.0601,171.26,202.39,False
azure,2026-W36,3,184.76,stable,ES,133,174,164.93,0.0601,171.26,202.39,False
azure,2026-W37,4,185.05,stable,ES,133,174,164.93,0.0601,171.26,202.39,False
azure,2026-W38,5,185.34,stable,ES,133,174,164.93,0.0601,171.26,202.39,False
azure,2026-W39,6,185.62,stable,ES,133,174,164.93,0.0601,171.26,202.39,False
azure,2026-W40,7,185.91,stable,ES,133,174,164.93,0.0601,171.26,202.39,False
azure,2026-W41,8,186.2,stable,ES,133,174,164.93,0.0601,171.26,202.39,False
azure,2026-W42,9,186.49,stable,ES,133,174,164.93,0.0601,171.26,202.39,False
azure,2026-W43,10,186.77,stable,ES,133,174,164.93,0.0601,171.26,202.39,False
azure,2026-W44,11,187.06,stable,ES,133,174,164.93,0.0601,171.26,202.39,False
azure,2026-W45,12,187.35,stable,ES,133,174,164.93,0.0601,171.26,202.39,False
spring,2026-W34,1,122.93,stable,ES,133,109,133.77,0.0422,106.64,138.31,False
spring,2026-W35,2,122.76,stable,ES,133,109,133.77,0.0422,106.64,138.31,False
spring,2026-W36,3,122.6,stable,ES,133,109,133.77,0.0422,106.64,138.31,False
spring,2026-W37,4,122.44,stable,ES,133,109,133.77,0.0422,106.64,138.31,False
spring,2026-W38,5,122.28,stable,ES,133,109,133.77,0.0422,106.64,138.31,False
spring,2026-W39,6,122.12,stable,ES,133,109,133.77,0.0422,106.64,138.31,False
spring,2026-W40,7,121.95,stable,ES,133,109,133.77,0.0422,106.64,138.31,False
spring,2026-W41,8,121.79,stable,ES,133,109,133.77,0.0422,106.64,138.31,False
spring,2026-W42,9,121.63,stable,ES,133,109,133.77,0.0422,106.64,138.31,False
spring,2026-W43,10,121.47,stable,ES,133,109,133.77,0.0422,106.64,138.31,False
spring,2026-W44,11,121.31,stable,ES,133,109,133.77,0.0422,106.64,138.31,False
spring,2026-W45,12,121.15,stable,ES,133,109,133.77,0.0422,106.64,138.31,False
agile,2026-W34,1,123.75,stable,ES,133,135,128.62,-0.0793,105.82,140.63,False
agile,2026-W35,2,123.67,stable,ES,133,135,128.62,-0.0793,105.82,140.63,False
agile,2026-W36,3,123.6,stable,ES,133,135,128.62,-0.0793,105.82,140.63,False
agile,2026-W37,4,123.53,stable,ES,133,135,128.62,-0.0793,105.82,140.63,False
agile,2026-W38,5,123.46,stable,ES,133,135,128.62,-0.0793,105.82,140.63,False
agile,2026-W39,6,123.38,stable,ES,133,135,128.62,-0.0793,105.82,140.63,False
agile,2026-W40,7,123.31,stable,ES,133,135,128.62,-0.0793,105.82,140.63,False
agile,2026-W41,8,123.24,stable,ES,133,135,128.62,-0.0793,105.82,140.63,False
agile,2026-W42,9,123.16,stable,ES,133,135,128.62,-0.0793,105.82,140.63,False
agile,2026-W43,10,123.09,stable,ES,133,135,128.62,-0.0793,105.82,140.63,False
agile,2026-W44,11,123.02,stable,ES,133,135,128.62,-0.0793,105.82,140.63,False
agile,2026-W45,12,122.95,stable,ES,133,135,128.62,-0.0793,105.82,140.63,False
data science,2026-W34,1,179.8,stable,ES,133,179,153.37,0.0411,169.53,198.27,False
data science,2026-W35,2,180.2,stable,ES,133,179,153.37,0.0411,169.53,198.27,False
data science,2026-W36,3,180.59,stable,ES,133,179,153.37,0.0411,169.53,198.27,False
data science,2026-W37,4,180.99,stable,ES,133,179,153.37,0.0411,169.53,198.27,False
data science,2026-W38,5,181.38,stable,ES,133,179,153.37,0.0411,169.53,198.27,False
data science,2026-W39,6,181.78,stable,ES,133,179,153.37,0.0411,169.53,198.27,False
data science,2026-W40,7,182.17,stable,ES,133,179,153.37,0.0411,169.53,198.27,False
data science,2026-W41,8,182.57,stable,ES,133,179,153.37,0.0411,169.53,198.27,False
data science,2026-W42,9,182.96,stable,ES,133,179,153.37,0.0411,169.53,198.27,False
data science,2026-W43,10,183.35,stable,ES,133,179,153.37,0.0411,169.53,198.27,False
data science,2026-W44,11,183.75,stable,ES,133,179,153.37,0.0411,169.53,198.27,False
data science,2026-W45,12,184.14,stable,ES,133,179,153.37,0.0411,169.53,198.27,False
postgresql,2026-W34,1,160.12,stable,ES,133,168,143.03,-0.0067,150.8,175.8,False
postgresql,2026-W35,2,160.38,stable,ES,133,168,143.03,-0.0067,150.8,175.8,False
postgresql,2026-W36,3,160.63,stable,ES,133,168,143.03,-0.0067,150.8,175.8,False
postgresql,2026-W37,4,160.89,stable,ES,133,168,143.03,-0.0067,150.8,175.8,False
postgresql,2026-W38,5,161.14,stable,ES,133,168,143.03,-0.0067,150.8,175.8,False
postgresql,2026-W39,6,161.4,stable,ES,133,168,143.03,-0.0067,150.8,175.8,False
postgresql,2026-W40,7,161.65,stable,ES,133,168,143.03,-0.0067,150.8,175.8,False
postgresql,2026-W41,8,161.91,stable,ES,133,168,143.03,-0.0067,150.8,175.8,False
postgresql,2026-W42,9,162.16,stable,ES,133,168,143.03,-0.0067,150.8,175.8,False
postgresql,2026-W43,10,162.42,stable,ES,133,168,143.03,-0.0067,150.8,175.8,False
postgresql,2026-W44,11,162.67,stable,ES,133,168,143.03,-0.0067,150.8,175.8,False
postgresql,2026-W45,12,162.93,stable,ES,133,168,143.03,-0.0067,150.8,175.8,False
machine learning,2026-W34,1,226.13,stable,ES,133,230,178.94,0.027,219.74,248.6,False
machine learning,2026-W35,2,226.84,stable,ES,133,230,178.94,0.027,219.74,248.6,False
machine learning,2026-W36,3,227.54,stable,ES,133,230,178.94,0.027,219.74,248.6,False
machine learning,2026-W37,4,228.25,stable,ES,133,230,178.94,0.027,219.74,248.6,False
machine learning,2026-W38,5,228.95,stable,ES,133,230,178.94,0.027,219.74,248.6,False
machine learning,2026-W39,6,229.66,stable,ES,133,230,178.94,0.027,219.74,248.6,False
machine learning,2026-W40,7,230.36,stable,ES,133,230,178.94,0.027,219.74,248.6,False
machine learning,2026-W41,8,231.07,stable,ES,133,230,178.94,0.027,219.74,248.6,False
machine learning,2026-W42,9,231.77,stable,ES,133,230,178.94,0.027,219.74,248.6,False
machine learning,2026-W43,10,232.47,stable,ES,133,230,178.94,0.027,219.74,248.6,False
machine learning,2026-W44,11,233.18,stable,ES,133,230,178.94,0.027,219.74,248.6,False
machine learning,2026-W45,12,233.88,stable,ES,133,230,178.94,0.027,219.74,248.6,False
mongodb,2026-W34,1,105.66,stable,ES,133,110,115.85,-0.0468,87.66,119.29,False
mongodb,2026-W35,2,105.52,stable,ES,133,110,115.85,-0.0468,87.66,119.29,False
mongodb,2026-W36,3,105.38,stable,ES,133,110,115.85,-0.0468,87.66,119.29,False
mongodb,2026-W37,4,105.24,stable,ES,133,110,115.85,-0.0468,87.66,119.29,False
mongodb,2026-W38,5,105.1,stable,ES,133,110,115.85,-0.0468,87.66,119.29,False
mongodb,2026-W39,6,104.96,stable,ES,133,110,115.85,-0.0468,87.66,119.29,False
mongodb,2026-W40,7,104.82,stable,ES,133,110,115.85,-0.0468,87.66,119.29,False
mongodb,2026-W41,8,104.68,stable,ES,133,110,115.85,-0.0468,87.66,119.29,False
mongodb,2026-W42,9,104.54,stable,ES,133,110,115.85,-0.0468,87.66,119.29,False
mongodb,2026-W43,10,104.4,stable,ES,133,110,115.85,-0.0468,87.66,119.29,False
mongodb,2026-W44,11,104.26,stable,ES,133,110,115.85,-0.0468,87.66,119.29,False
mongodb,2026-W45,12,104.12,stable,ES,133,110,115.85,-0.0468,87.66,119.29,False
flutter,2026-W34,1,167.67,stable,ES,133,172,148.5,0.0161,156.75,185.23,False
flutter,2026-W35,2,167.96,stable,ES,133,172,148.5,0.0161,156.75,185.23,False
flutter,2026-W36,3,168.24,stable,ES,133,172,148.5,0.0161,156.75,185.23,False
flutter,2026-W37,4,168.53,stable,ES,133,172,148.5,0.0161,156.75,185.23,False
flutter,2026-W38,5,168.82,stable,ES,133,172,148.5,0.0161,156.75,185.23,False
flutter,2026-W39,6,169.1,stable,ES,133,172,148.5,0.0161,156.75,185.23,False
flutter,2026-W40,7,169.39,stable,ES,133,172,148.5,0.0161,156.75,185.23,False
flutter,2026-W41,8,169.68,stable,ES,133,172,148.5,0.0161,156.75,185.23,False
flutter,2026-W42,9,169.96,stable,ES,133,172,148.5,0.0161,156.75,185.23,False
flutter,2026-W43,10,170.25,stable,ES,133,172,148.5,0.0161,156.75,185.23,False
flutter,2026-W44,11,170.53,stable,ES,133,172,148.5,0.0161,156.75,185.23,False
flutter,2026-W45,12,170.82,stable,ES,133,172,148.5,0.0161,156.75,185.23,False
react native,2026-W34,1,88.47,stable,ES,133,95,100.09,-0.0692,73.19,99.67,False
react native,2026-W35,2,88.3,stable,ES,133,95,100.09,-0.0692,73.19,99.67,False
react native,2026-W36,3,88.12,stable,ES,133,95,100.09,-0.0692,73.19,99.67,False
react native,2026-W37,4,87.95,stable,ES,133,95,100.09,-0.0692,73.19,99.67,False
react native,2026-W38,5,87.78,stable,ES,133,95,100.09,-0.0692,73.19,99.67,False
react native,2026-W39,6,87.6,stable,ES,133,95,100.09,-0.0692,73.19,99.67,False
react native,2026-W40,7,87.43,stable,ES,133,95,100.09,-0.0692,73.19,99.67,False
react native,2026-W41,8,87.26,stable,ES,133,95,100.09,-0.0692,73.19,99.67,False
react native,2026-W42,9,87.08,stable,ES,133,95,100.09,-0.0692,73.19,99.67,False
react native,2026-W43,10,86.91,stable,ES,133,95,100.09,-0.0692,73.19,99.67,False
react native,2026-W44,11,86.74,stable,ES,133,95,100.09,-0.0692,73.19,99.67,False
react native,2026-W45,12,86.56,stable,ES,133,95,100.09,-0.0692,73.19,99.67,False
cybersecurity,2026-W34,1,177.46,falling,ES,132,0,145.3,-0.0468,167.69,197.0,True
cybersecurity,2026-W35,2,177.93,falling,ES,132,0,145.3,-0.0468,167.69,197.0,True
cybersecurity,2026-W36,3,178.4,falling,ES,132,0,145.3,-0.0468,167.69,197.0,True
cybersecurity,2026-W37,4,178.86,falling,ES,132,0,145.3,-0.0468,167.69,197.0,True
cybersecurity,2026-W38,5,179.33,falling,ES,132,0,145.3,-0.0468,167.69,197.0,True
cybersecurity,2026-W39,6,179.8,falling,ES,132,0,145.3,-0.0468,167.69,197.0,True
cybersecurity,2026-W40,7,180.26,falling,ES,132,0,145.3,-0.0468,167.69,197.0,True
cybersecurity,2026-W41,8,180.73,falling,ES,132,0,145.3,-0.0468,167.69,197.0,True
cybersecurity,2026-W42,9,181.2,falling,ES,132,0,145.3,-0.0468,167.69,197.0,True
cybersecurity,2026-W43,10,181.67,falling,ES,132,0,145.3,-0.0468,167.69,197.0,True
cybersecurity,2026-W44,11,182.13,falling,ES,132,0,145.3,-0.0468,167.69,197.0,True
cybersecurity,2026-W45,12,182.6,falling,ES,132,0,145.3,-0.0468,167.69,197.0,True
kubernetes,2026-W34,1,138.9,stable,ES,133,142,122.35,0.0163,127.38,153.93,False
kubernetes,2026-W35,2,139.14,stable,ES,133,142,122.35,0.0163,127.38,153.93,False
kubernetes,2026-W36,3,139.39,stable,ES,133,142,122.35,0.0163,127.38,153.93,False
kubernetes,2026-W37,4,139.64,stable,ES,133,142,122.35,0.0163,127.38,153.93,False
kubernetes,2026-W38,5,139.88,stable,ES,133,142,122.35,0.0163,127.38,153.93,False
kubernetes,2026-W39,6,140.13,stable,ES,133,142,122.35,0.0163,127.38,153.93,False
kubernetes,2026-W40,7,140.38,stable,ES,133,142,122.35,0.0163,127.38,153.93,False
kubernetes,2026-W41,8,140.62,stable,ES,133,142,122.35,0.0163,127.38,153.93,False
kubernetes,2026-W42,9,140.87,stable,ES,133,142,122.35,0.0163,127.38,153.93,False
kubernetes,2026-W43,10,141.12,stable,ES,133,142,122.35,0.0163,127.38,153.93,False
kubernetes,2026-W44,11,141.36,stable,ES,133,142,122.35,0.0163,127.38,153.93,False
kubernetes,2026-W45,12,141.61,stable,ES,133,142,122.35,0.0163,127.38,153.93,False
laravel,2026-W34,1,76.02,falling,ES,133,99,86.41,-0.2454,57.98,91.02,False
laravel,2026-W35,2,75.86,falling,ES,133,99,86.41,-0.2454,57.98,91.02,False
laravel,2026-W36,3,75.71,falling,ES,133,99,86.41,-0.2454,57.98,91.02,False
laravel,2026-W37,4,75.55,falling,ES,133,99,86.41,-0.2454,57.98,91.02,False
laravel,2026-W38,5,75.4,falling,ES,133,99,86.41,-0.2454,57.98,91.02,False
laravel,2026-W39,6,75.24,falling,ES,133,99,86.41,-0.2454,57.98,91.02,False
laravel,2026-W40,7,75.09,falling,ES,133,99,86.41,-0.2454,57.98,91.02,False
