skill,lag_weeks,origin_week,train_size,variant,forecast_week,horizon_step,actual,predicted,abs_error,sq_error,pct_error
llm,1,2025-W36,88,arimax_local_exog,2025-W37,1,57.400000000000006,57.14,0.2600000000000051,0.06760000000000266,0.4529616724738765
llm,1,2025-W40,92,arima_local,2025-W41,1,58.3,67.8,9.5,90.25,16.295025728987994
llm,1,2025-W40,92,arimax_local_exog,2025-W41,1,58.3,61.94,3.6400000000000006,13.249600000000004,6.243567753001717
llm,1,2025-W44,96,arima_local,2025-W45,1,63.099999999999994,68.52,5.420000000000002,29.376400000000018,8.589540412044377
llm,1,2025-W44,96,arimax_local_exog,2025-W45,1,63.099999999999994,64.4,1.3000000000000114,1.6900000000000295,2.060221870047562
llm,1,2025-W48,100,arima_local,2025-W49,1,66.3,60.94,5.359999999999999,28.729599999999994,8.08446455505279
llm,1,2025-W48,100,arimax_local_exog,2025-W49,1,66.3,64.21,2.0900000000000034,4.368100000000014,3.152337858220217
llm,1,2025-W52,104,arima_local,2026-W01,1,72.1,63.23,8.869999999999997,78.67689999999996,12.302357836338416
llm,1,2025-W52,104,arimax_local_exog,2026-W01,1,72.1,61.79,10.309999999999995,106.2960999999999,14.29958391123439
llm,1,2026-W04,108,arima_local,2026-W05,1,73.2,65.51,7.689999999999998,59.13609999999996,10.505464480874313
llm,1,2026-W04,108,arimax_local_exog,2026-W05,1,73.2,63.67,9.530000000000001,90.82090000000002,13.019125683060109
llm,1,2026-W08,112,arima_local,2026-W09,1,70.0,65.61,4.390000000000001,19.272100000000005,6.271428571428572
llm,1,2026-W08,112,arimax_local_exog,2026-W09,1,70.0,63.34,6.659999999999997,44.35559999999995,9.51428571428571
llm,1,2026-W12,116,arima_local,2026-W13,1,72.5,69.49,3.010000000000005,9.06010000000003,4.1517241379310414
llm,1,2026-W12,116,arimax_local_exog,2026-W13,1,72.5,61.54,10.96,120.12160000000002,15.117241379310345
llm,1,2026-W16,120,arima_local,2026-W17,1,62.3,60.95,1.3499999999999943,1.8224999999999847,2.1669341894060903
llm,1,2026-W16,120,arimax_local_exog,2026-W17,1,62.3,62.18,0.11999999999999744,0.014399999999999386,0.1926163723916492
llm,1,2026-W20,124,arima_local,2026-W21,1,66.3,66.28,0.01999999999999602,0.00039999999999984086,0.030165912518847697
llm,1,2026-W20,124,arimax_local_exog,2026-W21,1,66.3,64.87,1.4299999999999926,2.044899999999979,2.156862745098028
llm,1,2026-W24,128,arima_local,2026-W25,1,59.8,63.74,3.940000000000005,15.523600000000037,6.5886287625418145
llm,1,2026-W24,128,arimax_local_exog,2026-W25,1,59.8,65.29,5.490000000000009,30.1401000000001,9.180602006688979
langchain,1,2024-W09,8,arima_local,2024-W10,1,12.7,9.11,3.59,12.8881,28.267716535433074
langchain,1,2024-W09,8,arimax_local_exog,2024-W10,1,12.7,7.79,4.909999999999999,24.108099999999993,38.66141732283464
langchain,1,2024-W13,12,arima_local,2024-W14,1,4.0,9.22,5.220000000000001,27.248400000000007,130.50000000000003
langchain,1,2024-W13,12,arimax_local_exog,2024-W14,1,4.0,7.21,3.21,10.3041,80.25
langchain,1,2024-W17,16,arima_local,2024-W18,1,12.600000000000001,8.84,3.7600000000000016,14.137600000000011,29.841269841269852
langchain,1,2024-W17,16,arimax_local_exog,2024-W18,1,12.600000000000001,9.91,2.6900000000000013,7.236100000000007,21.349206349206355
langchain,1,2024-W21,20,arima_local,2024-W22,1,4.5,9.51,5.01,25.100099999999998,111.33333333333333
langchain,1,2024-W21,20,arimax_local_exog,2024-W22,1,4.5,9.91,5.41,29.2681,120.22222222222223
langchain,1,2024-W25,24,arima_local,2024-W26,1,8.1,8.53,0.4299999999999997,0.18489999999999976,5.308641975308639
langchain,1,2024-W25,24,arimax_local_exog,2024-W26,1,8.1,8.33,0.23000000000000043,0.0529000000000002,2.8395061728395112
langchain,1,2024-W29,28,arima_local,2024-W30,1,8.3,8.41,0.10999999999999943,0.012099999999999875,1.32530120481927
langchain,1,2024-W29,28,arimax_local_exog,2024-W30,1,8.3,8.58,0.27999999999999936,0.07839999999999964,3.3734939759036062
langchain,1,2024-W33,32,arima_local,2024-W34,1,9.4,8.76,0.6400000000000006,0.40960000000000074,6.808510638297878
langchain,1,2024-W33,32,arimax_local_exog,2024-W34,1,9.4,9.12,0.28000000000000114,0.07840000000000064,2.978723404255331
langchain,1,2024-W37,36,arima_local,2024-W38,1,4.0,8.43,4.43,19.624899999999997,110.75
langchain,1,2024-W37,36,arimax_local_exog,2024-W38,1,4.0,8.62,4.619999999999999,21.344399999999993,115.49999999999999
langchain,1,2024-W41,40,arima_local,2024-W42,1,22.4,7.99,14.409999999999998,207.64809999999994,64.33035714285714
langchain,1,2024-W41,40,arimax_local_exog,2024-W42,1,22.4,9.47,12.929999999999998,167.18489999999994,57.72321428571428
langchain,1,2024-W45,44,arima_local,2024-W46,1,12.600000000000001,8.72,3.880000000000001,15.054400000000006,30.793650793650794
langchain,1,2024-W45,44,arimax_local_exog,2024-W46,1,12.600000000000001,12.23,0.370000000000001,0.13690000000000074,2.9365079365079443
langchain,1,2024-W49,48,arima_local,2024-W50,1,9.3,8.73,0.5700000000000003,0.3249000000000003,6.129032258064519
langchain,1,2024-W49,48,arimax_local_exog,2024-W50,1,9.3,12.36,3.0599999999999987,9.363599999999993,32.903225806451594
langchain,1,2024-W53,52,arima_local,2025-W01,1,19.7,17.37,2.3299999999999983,5.428899999999992,11.827411167512683
langchain,1,2024-W53,52,arimax_local_exog,2025-W01,1,19.7,16.75,2.9499999999999993,8.702499999999995,14.9746192893401
langchain,1,2025-W04,56,arima_local,2025-W05,1,23.3,18.67,4.629999999999999,21.43689999999999,19.87124463519313
langchain,1,2025-W04,56,arimax_local_exog,2025-W05,1,23.3,22.88,0.4200000000000017,0.17640000000000144,1.8025751072961445
langchain,1,2025-W08,60,arima_local,2025-W09,1,22.299999999999997,23.69,1.3900000000000041,1.9321000000000115,6.2331838565022615
langchain,1,2025-W08,60,arimax_local_exog,2025-W09,1,22.299999999999997,24.8,2.5000000000000036,6.250000000000018,11.210762331838582
langchain,1,2025-W12,64,arima_local,2025-W13,1,32.599999999999994,26.14,6.459999999999994,41.73159999999992,19.815950920245385
langchain,1,2025-W12,64,arimax_local_exog,2025-W13,1,32.599999999999994,30.22,2.3799999999999955,5.664399999999978,7.3006134969325025
langchain,1,2025-W16,68,arima_local,2025-W17,1,29.299999999999997,33.91,4.609999999999999,21.252099999999995,15.733788395904435
langchain,1,2025-W16,68,arimax_local_exog,2025-W17,1,29.299999999999997,34.33,5.030000000000001,25.300900000000013,17.16723549488055
langchain,1,2025-W20,72,arima_local,2025-W21,1,41.900000000000006,30.21,11.690000000000005,136.65610000000012,27.89976133651552
langchain,1,2025-W20,72,arimax_local_exog,2025-W21,1,41.900000000000006,33.11,8.790000000000006,77.26410000000011,20.978520286396193
langchain,1,2025-W24,76,arima_local,2025-W25,1,45.400000000000006,36.85,8.550000000000004,73.10250000000008,18.83259911894274
langchain,1,2025-W24,76,arimax_local_exog,2025-W25,1,45.400000000000006,36.98,8.420000000000009,70.89640000000014,18.54625550660795
langchain,1,2025-W28,80,arima_local,2025-W29,1,51.5,44.52,6.979999999999997,48.720399999999955,13.553398058252423
langchain,1,2025-W28,80,arimax_local_exog,2025-W29,1,51.5,41.48,10.020000000000003,100.40040000000006,19.456310679611658
langchain,1,2025-W32,84,arima_local,2025-W33,1,39.5,39.01,0.490000000000002,0.24010000000000195,1.240506329113929
langchain,1,2025-W32,84,arimax_local_exog,2025-W33,1,39.5,36.6,2.8999999999999986,8.409999999999991,7.341772151898731
langchain,1,2025-W36,88,arima_local,2025-W37,1,47.8,41.43,6.369999999999997,40.576899999999966,13.326359832635978
langchain,1,2025-W36,88,arimax_local_exog,2025-W37,1,47.8,40.12,7.68,58.9824,16.06694560669456
langchain,1,2025-W40,92,arima_local,2025-W41,1,37.4,43.24,5.840000000000003,34.10560000000004,15.614973262032095
langchain,1,2025-W40,92,arimax_local_exog,2025-W41,1,37.4,44.51,7.109999999999999,50.55209999999999,19.010695187165773
langchain,1,2025-W44,96,arima_local,2025-W45,1,41.599999999999994,42.09,0.4900000000000091,0.24010000000000892,1.1778846153846374
langchain,1,2025-W44,96,arimax_local_exog,2025-W45,1,41.599999999999994,43.76,2.1600000000000037,4.665600000000016,5.192307692307701
langchain,1,2025-W48,100,arima_local,2025-W49,1,50.5,41.24,9.259999999999998,85.74759999999996,18.336633663366335
langchain,1,2025-W48,100,arimax_local_exog,2025-W49,1,50.5,42.76,7.740000000000002,59.90760000000003,15.326732673267331
langchain,1,2025-W52,104,arima_local,2026-W01,1,47.099999999999994,44.01,3.0899999999999963,9.548099999999977,6.56050955414012
langchain,1,2025-W52,104,arimax_local_exog,2026-W01,1,47.099999999999994,41.9,5.199999999999996,27.039999999999957,11.040339702760077
langchain,1,2026-W04,108,arima_local,2026-W05,1,40.5,42.16,1.6599999999999966,2.7555999999999887,4.098765432098757
langchain,1,2026-W04,108,arimax_local_exog,2026-W05,1,40.5,43.4,2.8999999999999986,8.409999999999991,7.16049382716049
langchain,1,2026-W08,112,arima_local,2026-W09,1,37.599999999999994,41.82,4.220000000000006,17.80840000000005,11.223404255319167
langchain,1,2026-W08,112,arimax_local_exog,2026-W09,1,37.599999999999994,42.79,5.190000000000005,26.93610000000005,13.803191489361716
langchain,1,2026-W12,116,arima_local,2026-W13,1,41.4,43.56,2.1600000000000037,4.665600000000016,5.217391304347836
langchain,1,2026-W12,116,arimax_local_exog,2026-W13,1,41.4,40.01,1.3900000000000006,1.9321000000000015,3.3574879227053156
langchain,1,2026-W16,120,arima_local,2026-W17,1,40.5,49.3,8.799999999999997,77.43999999999996,21.72839506172839
langchain,1,2026-W16,120,arimax_local_exog,2026-W17,1,40.5,46.32,5.82,33.872400000000006,14.370370370370372
langchain,1,2026-W20,124,arima_local,2026-W21,1,44.400000000000006,46.79,2.3899999999999935,5.712099999999968,5.382882882882868
langchain,1,2026-W20,124,arimax_local_exog,2026-W21,1,44.400000000000006,44.94,0.539999999999992,0.2915999999999914,1.216216216216198
langchain,1,2026-W24,128,arima_local,2026-W25,1,50.7,44.51,6.190000000000005,38.31610000000006,12.209072978303755
langchain,1,2026-W24,128,arimax_local_exog,2026-W25,1,50.7,42.94,7.760000000000005,60.21760000000008,15.305719921104547
python,1,2024-W09,8,arima_local,2024-W10,1,85.9,86.91,1.009999999999991,1.0200999999999816,1.1757857974388717
python,1,2024-W09,8,arimax_local_exog,2024-W10,1,85.9,87.62,1.7199999999999989,2.958399999999996,2.0023282887077984
python,1,2024-W13,12,arima_local,2024-W14,1,96.80000000000001,87.22,9.580000000000013,91.77640000000024,9.896694214876046
python,1,2024-W13,12,arimax_local_exog,2024-W14,1,96.80000000000001,87.73,9.070000000000007,82.26490000000014,9.36983471074381
python,1,2024-W17,16,arima_local,2024-W18,1,85.9,95.95,10.049999999999997,101.00249999999994,11.699650756693826
python,1,2024-W17,16,arimax_local_exog,2024-W18,1,85.9,96.0,10.099999999999994,102.00999999999989,11.757857974388816
python,1,2024-W21,20,arima_local,2024-W22,1,99.9,95.09,4.810000000000002,23.13610000000002,4.814814814814817
python,1,2024-W21,20,arimax_local_exog,2024-W22,1,99.9,93.55,6.3500000000000085,40.32250000000011,6.356356356356365
python,1,2024-W25,24,arima_local,2024-W26,1,95.5,95.03,0.46999999999999886,0.22089999999999893,0.4921465968586376
python,1,2024-W25,24,arimax_local_exog,2024-W26,1,95.5,95.18,0.3199999999999932,0.10239999999999563,0.33507853403140647
python,1,2024-W29,28,arima_local,2024-W30,1,89.6,95.77,6.170000000000002,38.06890000000002,6.886160714285716
python,1,2024-W29,28,arimax_local_exog,2024-W30,1,89.6,95.94,6.340000000000003,40.19560000000004,7.075892857142861
python,1,2024-W33,32,arima_local,2024-W34,1,93.19999999999999,97.63,4.430000000000007,19.62490000000006,4.75321888412018
python,1,2024-W33,32,arimax_local_exog,2024-W34,1,93.19999999999999,98.2,5.000000000000014,25.000000000000142,5.364806866952806
python,1,2024-W37,36,arima_local,2024-W38,1,110.5,99.52,10.980000000000004,120.56040000000009,9.936651583710411
python,1,2024-W37,36,arimax_local_exog,2024-W38,1,110.5,99.59,10.909999999999997,119.02809999999992,9.873303167420811
python,1,2024-W41,40,arima_local,2024-W42,1,108.30000000000001,102.09,6.210000000000008,38.564100000000096,5.734072022160672
python,1,2024-W41,40,arimax_local_exog,2024-W42,1,108.30000000000001,102.37,5.930000000000007,35.16490000000008,5.47553093259465
python,1,2024-W45,44,arima_local,2024-W46,1,108.19999999999999,105.58,2.6199999999999903,6.864399999999949,2.4214417744916736
python,1,2024-W45,44,arimax_local_exog,2024-W46,1,108.19999999999999,104.65,3.549999999999983,12.602499999999878,3.280961182994439
python,1,2024-W49,48,arima_local,2024-W50,1,114.0,105.97,8.030000000000001,64.48090000000002,7.043859649122808
python,1,2024-W49,48,arimax_local_exog,2024-W50,1,114.0,106.64,7.359999999999999,54.16959999999999,6.4561403508771935
python,1,2024-W53,52,arima_local,2025-W01,1,110.7,105.53,5.170000000000002,26.728900000000017,4.670280036133696
python,1,2024-W53,52,arimax_local_exog,2025-W01,1,110.7,105.83,4.8700000000000045,23.716900000000045,4.399277326106599
python,1,2025-W04,56,arima_local,2025-W05,1,114.8,108.57,6.230000000000004,38.81290000000005,5.426829268292686
python,1,2025-W04,56,arimax_local_exog,2025-W05,1,114.8,107.84,6.959999999999994,48.441599999999916,6.062717770034838
python,1,2025-W08,60,arima_local,2025-W09,1,112.4,107.85,4.550000000000011,20.702500000000104,4.0480427046263445
python,1,2025-W08,60,arimax_local_exog,2025-W09,1,112.4,107.5,4.900000000000006,24.010000000000055,4.359430604982211
python,1,2025-W12,64,arima_local,2025-W13,1,125.4,113.55,11.850000000000009,140.4225000000002,9.449760765550245
python,1,2025-W12,64,arimax_local_exog,2025-W13,1,125.4,114.21,11.190000000000012,125.21610000000027,8.923444976076564
python,1,2025-W16,68,arima_local,2025-W17,1,110.8,114.23,3.430000000000007,11.764900000000047,3.0956678700361073
python,1,2025-W16,68,arimax_local_exog,2025-W17,1,110.8,114.26,3.460000000000008,11.971600000000056,3.1227436823104764
python,1,2025-W20,72,arima_local,2025-W21,1,128.2,115.57,12.629999999999995,159.51689999999988,9.851794071762868
python,1,2025-W20,72,arimax_local_exog,2025-W21,1,128.2,115.56,12.639999999999986,159.76959999999966,9.859594383775342
python,1,2025-W24,76,arima_local,2025-W25,1,121.6,116.46,5.140000000000001,26.419600000000006,4.2269736842105265
python,1,2025-W24,76,arimax_local_exog,2025-W25,1,121.6,117.76,3.839999999999989,14.745599999999918,3.1578947368420964
python,1,2025-W28,80,arima_local,2025-W29,1,121.0,123.73,2.730000000000004,7.452900000000022,2.2561983471074414
python,1,2025-W28,80,arimax_local_exog,2025-W29,1,121.0,123.78,2.780000000000001,7.728400000000006,2.2975206611570256
python,1,2025-W32,84,arima_local,2025-W33,1,124.80000000000001,125.26,0.45999999999999375,0.21159999999999424,0.36858974358973856
python,1,2025-W32,84,arimax_local_exog,2025-W33,1,124.80000000000001,124.26,0.5400000000000063,0.29160000000000674,0.43269230769231265
python,1,2025-W36,88,arima_local,2025-W37,1,122.0,124.28,2.280000000000001,5.198400000000005,1.8688524590163944
python,1,2025-W36,88,arimax_local_exog,2025-W37,1,122.0,124.28,2.280000000000001,5.198400000000005,1.8688524590163944
python,1,2025-W40,92,arima_local,2025-W41,1,116.3,124.42,8.120000000000005,65.93440000000007,6.981943250214965
python,1,2025-W40,92,arimax_local_exog,2025-W41,1,116.3,124.26,7.960000000000008,63.361600000000124,6.8443680137575305
python,1,2025-W44,96,arima_local,2025-W45,1,124.1,124.44,0.3400000000000034,0.11560000000000233,0.2739726027397288
python,1,2025-W44,96,arimax_local_exog,2025-W45,1,124.1,123.99,0.10999999999999943,0.012099999999999875,0.08863819500402856
python,1,2025-W48,100,arima_local,2025-W49,1,125.6,128.98,3.3799999999999955,11.42439999999997,2.6910828025477675
python,1,2025-W48,100,arimax_local_exog,2025-W49,1,125.6,127.49,1.8900000000000006,3.572100000000002,1.5047770700636949
python,1,2025-W52,104,arima_local,2026-W01,1,135.0,130.06,4.939999999999998,24.403599999999976,3.659259259259257
python,1,2025-W52,104,arimax_local_exog,2026-W01,1,135.0,130.91,4.090000000000003,16.728100000000026,3.029629629629632
python,1,2026-W04,108,arima_local,2026-W05,1,149.0,130.19,18.810000000000002,353.81610000000006,12.624161073825505
python,1,2026-W04,108,arimax_local_exog,2026-W05,1,149.0,130.98,18.02000000000001,324.7204000000004,12.093959731543631
python,1,2026-W08,112,arima_local,2026-W09,1,139.8,136.0,3.8000000000000114,14.440000000000087,2.7181688125894214
python,1,2026-W08,112,arimax_local_exog,2026-W09,1,139.8,136.6,3.200000000000017,10.240000000000109,2.2889842632332025
python,1,2026-W12,116,arima_local,2026-W13,1,138.10000000000002,136.73,1.370000000000033,1.8769000000000904,0.9920347574221815
python,1,2026-W12,116,arimax_local_exog,2026-W13,1,138.10000000000002,136.7,1.400000000000034,1.9600000000000954,1.013758146270843
python,1,2026-W16,120,arima_local,2026-W17,1,136.60000000000002,138.78,2.1799999999999784,4.752399999999906,1.595900439238637
python,1,2026-W16,120,arimax_local_exog,2026-W17,1,136.60000000000002,139.28,2.6799999999999784,7.182399999999884,1.9619326500731904
python,1,2026-W20,124,arima_local,2026-W21,1,143.0,142.38,0.6200000000000045,0.3844000000000056,0.43356643356643676
python,1,2026-W20,124,arimax_local_exog,2026-W21,1,143.0,142.63,0.37000000000000455,0.13690000000000335,0.2587412587412619
python,1,2026-W24,128,arima_local,2026-W25,1,137.2,141.14,3.9399999999999977,15.523599999999982,2.8717201166180746
python,1,2026-W24,128,arimax_local_exog,2026-W25,1,137.2,141.55,4.350000000000023,18.9225000000002,3.170553935860075
typescript,1,2024-W09,8,arima_local,2024-W10,1,42.2,43.58,1.3799999999999955,1.9043999999999874,3.2701421800947754
typescript,1,2024-W09,8,arimax_local_exog,2024-W10,1,42.2,40.59,1.6099999999999994,2.592099999999998,3.81516587677725
typescript,1,2024-W13,12,arima_local,2024-W14,1,40.400000000000006,37.41,2.990000000000009,8.940100000000054,7.400990099009923
typescript,1,2024-W13,12,arimax_local_exog,2024-W14,1,40.400000000000006,36.25,4.150000000000006,17.222500000000046,10.272277227722785
typescript,1,2024-W17,16,arima_local,2024-W18,1,37.8,40.9,3.1000000000000014,9.610000000000008,8.201058201058204
typescript,1,2024-W17,16,arimax_local_exog,2024-W18,1,37.8,41.15,3.3500000000000014,11.222500000000009,8.862433862433868
typescript,1,2024-W21,20,arima_local,2024-W22,1,44.900000000000006,41.11,3.7900000000000063,14.364100000000047,8.440979955456584
typescript,1,2024-W21,20,arimax_local_exog,2024-W22,1,44.900000000000006,40.78,4.1200000000000045,16.97440000000004,9.175946547884196
typescript,1,2024-W25,24,arima_local,2024-W26,1,35.900000000000006,42.4,6.499999999999993,42.24999999999991,18.105849582172677
typescript,1,2024-W25,24,arimax_local_exog,2024-W26,1,35.900000000000006,42.04,6.1399999999999935,37.69959999999992,17.103064066852347
typescript,1,2024-W29,28,arima_local,2024-W30,1,47.4,41.64,5.759999999999998,33.17759999999998,12.151898734177212
typescript,1,2024-W29,28,arimax_local_exog,2024-W30,1,47.4,41.75,5.649999999999999,31.922499999999985,11.91983122362869
typescript,1,2024-W33,32,arima_local,2024-W34,1,48.0,43.61,4.390000000000001,19.272100000000005,9.145833333333336
typescript,1,2024-W33,32,arimax_local_exog,2024-W34,1,48.0,44.2,3.799999999999997,14.439999999999978,7.916666666666661
typescript,1,2024-W37,36,arima_local,2024-W38,1,40.2,44.49,4.289999999999999,18.404099999999993,10.671641791044774
typescript,1,2024-W37,36,arimax_local_exog,2024-W38,1,40.2,43.25,3.049999999999997,9.302499999999982,7.587064676616907
typescript,1,2024-W41,40,arima_local,2024-W42,1,56.3,43.36,12.939999999999998,167.44359999999995,22.98401420959147
typescript,1,2024-W41,40,arimax_local_exog,2024-W42,1,56.3,42.21,14.089999999999996,198.5280999999999,25.026642984014202
typescript,1,2024-W45,44,arima_local,2024-W46,1,48.2,47.42,0.7800000000000011,0.6084000000000018,1.6182572614107906
typescript,1,2024-W45,44,arimax_local_exog,2024-W46,1,48.2,48.42,0.21999999999999886,0.0483999999999995,0.45643153526970714
typescript,1,2024-W49,48,arima_local,2024-W50,1,46.099999999999994,47.98,1.8800000000000026,3.5344000000000095,4.078091106290679
typescript,1,2024-W49,48,arimax_local_exog,2024-W50,1,46.099999999999994,47.42,1.3200000000000074,1.7424000000000195,2.86334056399134
typescript,1,2024-W53,52,arima_local,2025-W01,1,57.9,50.53,7.369999999999997,54.31689999999996,12.728842832469772
typescript,1,2024-W53,52,arimax_local_exog,2025-W01,1,57.9,48.83,9.07,82.26490000000001,15.664939550949914
typescript,1,2025-W04,56,arima_local,2025-W05,1,54.2,50.99,3.210000000000001,10.304100000000005,5.922509225092252
typescript,1,2025-W04,56,arimax_local_exog,2025-W05,1,54.2,50.83,3.3700000000000045,11.356900000000032,6.217712177121779
typescript,1,2025-W08,60,arima_local,2025-W09,1,49.6,51.41,1.8099999999999952,3.2760999999999827,3.649193548387087
typescript,1,2025-W08,60,arimax_local_exog,2025-W09,1,49.6,51.53,1.9299999999999997,3.724899999999999,3.8911290322580636
typescript,1,2025-W12,64,arima_local,2025-W13,1,49.3,54.76,5.460000000000001,29.81160000000001,11.07505070993915
typescript,1,2025-W12,64,arimax_local_exog,2025-W13,1,49.3,54.93,5.630000000000003,31.696900000000028,11.41987829614605
typescript,1,2025-W16,68,arima_local,2025-W17,1,59.0,55.51,3.490000000000002,12.180100000000014,5.9152542372881385
typescript,1,2025-W16,68,arimax_local_exog,2025-W17,1,59.0,55.7,3.299999999999997,10.889999999999981,5.593220338983046
typescript,1,2025-W20,72,arima_local,2025-W21,1,57.599999999999994,57.86,0.2600000000000051,0.06760000000000266,0.4513888888888978
typescript,1,2025-W20,72,arimax_local_exog,2025-W21,1,57.599999999999994,57.62,0.020000000000003126,0.0004000000000001251,0.03472222222222766
typescript,1,2025-W24,76,arima_local,2025-W25,1,59.0,56.29,2.710000000000001,7.3441000000000045,4.593220338983052
typescript,1,2025-W24,76,arimax_local_exog,2025-W25,1,59.0,56.35,2.6499999999999986,7.022499999999993,4.491525423728811
typescript,1,2025-W28,80,arima_local,2025-W29,1,56.3,59.3,3.0,9.0,5.328596802841918
typescript,1,2025-W28,80,arimax_local_exog,2025-W29,1,56.3,59.05,2.75,7.5625,4.8845470692717585
typescript,1,2025-W32,84,arima_local,2025-W33,1,64.3,60.85,3.4499999999999957,11.902499999999971,5.365474339035763
typescript,1,2025-W32,84,arimax_local_exog,2025-W33,1,64.3,60.85,3.4499999999999957,11.902499999999971,5.365474339035763
